 Log10[q2](GeV^2) Log10[r2](GeV^2)    theta            G4Gluon         G4Ghost           GQuark          G4Sword
 3.4482759E-1     1.7931034E+0     1.9841638E+0     2.3242379E-2    -5.4942469E-4    -2.1897828E-3    -2.9895837E-1
 3.4482759E-1     1.7931034E+0     2.1495108E+0     2.3460954E-2    -5.5414485E-4    -2.2170332E-3    -2.9874187E-1
 3.4482759E-1     1.7931034E+0     2.3148577E+0     2.3785229E-2    -5.5994053E-4    -2.2384909E-3    -2.9905308E-1
 3.4482759E-1     1.7931034E+0     2.4802047E+0     2.4241994E-2    -5.6602047E-4    -2.2452348E-3    -2.9976380E-1
 3.4482759E-1     1.7931034E+0     2.6455517E+0     2.4873760E-2    -5.7175256E-4    -2.2355680E-3    -3.0064291E-1
 3.4482759E-1     1.7931034E+0     2.8108987E+0     2.5761181E-2    -5.7642906E-4    -2.2379412E-3    -3.0149005E-1
 3.4482759E-1     1.7931034E+0     2.9762457E+0     2.7134636E-2    -5.7947632E-4    -2.2746851E-3    -3.0210293E-1
 3.4482759E-1     2.0344828E+0     1.0000000E-2     2.3938032E-2    -4.8317546E-4    -1.8794255E-3    -3.4021435E-1
 3.4482759E-1     2.0344828E+0     1.6534698E-1     2.3190525E-2    -4.8300104E-4    -1.8271229E-3    -3.4001478E-1
 3.4482759E-1     2.0344828E+0     3.3069396E-1     2.2500930E-2    -4.8284583E-4    -1.7906947E-3    -3.3942480E-1
 3.4482759E-1     2.0344828E+0     4.9604095E-1     2.1918600E-2    -4.8274264E-4    -1.7707896E-3    -3.3847751E-1
 3.4482759E-1     2.0344828E+0     6.6138793E-1     2.1567488E-2    -4.8279038E-4    -1.7630319E-3    -3.3722545E-1
 3.4482759E-1     2.0344828E+0     8.2673491E-1     2.1317236E-2    -4.8311033E-4    -1.7630772E-3    -3.3573908E-1
 3.4482759E-1     2.0344828E+0     9.9208189E-1     2.1205322E-2    -4.8355531E-4    -1.7714720E-3    -3.3410360E-1
 3.4482759E-1     2.0344828E+0     1.1574289E+0     2.1174080E-2    -4.8421370E-4    -1.7901073E-3    -3.3241471E-1
 3.4482759E-1     2.0344828E+0     1.3227759E+0     2.1182001E-2    -4.8463897E-4    -1.8196293E-3    -3.3077308E-1
 3.4482759E-1     2.0344828E+0     1.4881228E+0     2.1188758E-2    -4.8546373E-4    -1.8522413E-3    -3.2927767E-1
 3.4482759E-1     2.0344828E+0     1.6534698E+0     2.1195340E-2    -4.8495805E-4    -1.9048411E-3    -3.2801771E-1
 3.4482759E-1     2.0344828E+0     1.8188168E+0     2.1309057E-2    -4.8841516E-4    -1.9075177E-3    -3.2706370E-1
 3.4482759E-1     2.0344828E+0     1.9841638E+0     2.1434346E-2    -4.9090080E-4    -1.9268860E-3    -3.2645813E-1
 3.4482759E-1     2.0344828E+0     2.1495108E+0     2.1605003E-2    -4.9428085E-4    -1.9406829E-3    -3.2620708E-1
 3.4482759E-1     2.0344828E+0     2.3148577E+0     2.1833644E-2    -4.9768727E-4    -1.9462809E-3    -3.2627477E-1
 3.4482759E-1     2.0344828E+0     2.4802047E+0     2.2134350E-2    -5.0115946E-4    -1.9434095E-3    -3.2658363E-1
 3.4482759E-1     2.0344828E+0     2.6455517E+0     2.2647338E-2    -5.0420936E-4    -1.9362821E-3    -3.2702236E-1
 3.4482759E-1     2.0344828E+0     2.8108987E+0     2.3401911E-2    -5.0656880E-4    -1.9465530E-3    -3.2746200E-1
 3.4482759E-1     2.0344828E+0     2.9762457E+0     2.4336931E-2    -5.0822394E-4    -1.9824940E-3    -3.2777888E-1
 3.4482759E-1     2.2758621E+0     1.0000000E-2     2.2313083E-2    -4.4497790E-4    -1.7161324E-3    -3.6341526E-1
 3.4482759E-1     2.2758621E+0     1.6534698E-1     2.1770326E-2    -4.4470074E-4    -1.6707197E-3    -3.6327262E-1
 3.4482759E-1     2.2758621E+0     3.3069396E-1     2.1216775E-2    -4.4431500E-4    -1.6434291E-3    -3.6285117E-1
 3.4482759E-1     2.2758621E+0     4.9604095E-1     2.0752296E-2    -4.4384024E-4    -1.6362893E-3    -3.6217519E-1
 3.4482759E-1     2.2758621E+0     6.6138793E-1     2.0405482E-2    -4.4338028E-4    -1.6365620E-3    -3.6128296E-1
 3.4482759E-1     2.2758621E+0     8.2673491E-1     2.0132085E-2    -4.4305224E-4    -1.6415223E-3    -3.6022535E-1
 3.4482759E-1     2.2758621E+0     9.9208189E-1     1.9942324E-2    -4.4292162E-4    -1.6471506E-3    -3.5906309E-1
 3.4482759E-1     2.2758621E+0     1.1574289E+0     1.9826072E-2    -4.4305741E-4    -1.6510930E-3    -3.5786317E-1
 3.4482759E-1     2.2758621E+0     1.3227759E+0     1.9759817E-2    -4.4357963E-4    -1.6547401E-3    -3.5669453E-1
 3.4482759E-1     2.2758621E+0     1.4881228E+0     1.9741552E-2    -4.4432868E-4    -1.6564828E-3    -3.5562301E-1
 3.4482759E-1     2.2758621E+0     1.6534698E+0     1.9763907E-2    -4.4436959E-4    -1.6729605E-3    -3.5470587E-1
 3.4482759E-1     2.2758621E+0     1.8188168E+0     1.9819809E-2    -4.4683437E-4    -1.6593413E-3    -3.5398611E-1
 3.4482759E-1     2.2758621E+0     1.9841638E+0     1.9921094E-2    -4.4883621E-4    -1.6548062E-3    -3.5348738E-1
 3.4482759E-1     2.2758621E+0     2.1495108E+0     2.0070695E-2    -4.5086964E-4    -1.6487129E-3    -3.5321018E-1
 3.4482759E-1     2.2758621E+0     2.3148577E+0     2.0276991E-2    -4.5304482E-4    -1.6379029E-3    -3.5313055E-1
 3.4482759E-1     2.2758621E+0     2.4802047E+0     2.0603130E-2    -4.5500755E-4    -1.6320298E-3    -3.5320211E-1
 3.4482759E-1     2.2758621E+0     2.6455517E+0     2.0939728E-2    -4.5673355E-4    -1.6357730E-3    -3.5336226E-1
 3.4482759E-1     2.2758621E+0     2.8108987E+0     2.1502439E-2    -4.5814739E-4    -1.6520052E-3    -3.5354220E-1
 3.4482759E-1     2.2758621E+0     2.9762457E+0     2.2168956E-2    -4.5908157E-4    -1.6845669E-3    -3.5367951E-1
 3.4482759E-1     2.5172414E+0     1.0000000E-2     2.0993658E-2    -4.1381420E-4    -1.5649718E-3    -3.8767523E-1
 3.4482759E-1     2.5172414E+0     1.6534698E-1     2.0604762E-2    -4.1359356E-4    -1.5223587E-3    -3.8757393E-1
 3.4482759E-1     2.5172414E+0     3.3069396E-1     2.0182252E-2    -4.1332520E-4    -1.4896692E-3    -3.8727465E-1
 3.4482759E-1     2.5172414E+0     4.9604095E-1     1.9855931E-2    -4.1277778E-4    -1.4657995E-3    -3.8679470E-1
 3.4482759E-1     2.5172414E+0     6.6138793E-1     1.9567462E-2    -4.1238660E-4    -1.4478434E-3    -3.8616122E-1
 3.4482759E-1     2.5172414E+0     8.2673491E-1     1.9365807E-2    -4.1215827E-4    -1.4340328E-3    -3.8541002E-1
 3.4482759E-1     2.5172414E+0     9.9208189E-1     1.9226066E-2    -4.1202126E-4    -1.4230893E-3    -3.8458338E-1
 3.4482759E-1     2.5172414E+0     1.1574289E+0     1.9148811E-2    -4.1213942E-4    -1.4155525E-3    -3.8372733E-1
 3.4482759E-1     2.5172414E+0     1.3227759E+0     1.9110899E-2    -4.1248407E-4    -1.4078697E-3    -3.8288849E-1
 3.4482759E-1     2.5172414E+0     1.4881228E+0     1.9087618E-2    -4.1301868E-4    -1.4029833E-3    -3.8211055E-1
 3.4482759E-1     2.5172414E+0     1.6534698E+0     1.9119260E-2    -4.1383813E-4    -1.4006099E-3    -3.8143066E-1
 3.4482759E-1     2.5172414E+0     1.8188168E+0     1.9202083E-2    -4.1497372E-4    -1.3969003E-3    -3.8087609E-1
 3.4482759E-1     2.5172414E+0     1.9841638E+0     1.9291628E-2    -4.1612742E-4    -1.3980592E-3    -3.8046144E-1
 3.4482759E-1     2.5172414E+0     2.1495108E+0     1.9395092E-2    -4.1715646E-4    -1.4010102E-3    -3.8018709E-1
 3.4482759E-1     2.5172414E+0     2.3148577E+0     1.9550670E-2    -4.1836101E-4    -1.4075239E-3    -3.8003917E-1
 3.4482759E-1     2.5172414E+0     2.4802047E+0     1.9770162E-2    -4.1952378E-4    -1.4182151E-3    -3.7999154E-1
 3.4482759E-1     2.5172414E+0     2.6455517E+0     2.0124599E-2    -4.2068245E-4    -1.4341084E-3    -3.8000985E-1
 3.4482759E-1     2.5172414E+0     2.8108987E+0     2.0484272E-2    -4.2179137E-4    -1.4564234E-3    -3.8005724E-1
 3.4482759E-1     2.5172414E+0     2.9762457E+0     2.0979262E-2    -4.2238542E-4    -1.4878560E-3    -3.8010088E-1
 3.4482759E-1     2.7586207E+0     1.0000000E-2     2.0393547E-2    -3.9024609E-4    -1.2313766E-3    -4.1274874E-1
 3.4482759E-1     2.7586207E+0     1.6534698E-1     2.0098331E-2    -3.9000765E-4    -1.2058792E-3    -4.1267708E-1
 3.4482759E-1     2.7586207E+0     3.3069396E-1     1.9761662E-2    -3.8964246E-4    -1.1903136E-3    -4.1246533E-1
 3.4482759E-1     2.7586207E+0     4.9604095E-1     1.9473177E-2    -3.8920470E-4    -1.1846512E-3    -4.1212555E-1
 3.4482759E-1     2.7586207E+0     6.6138793E-1     1.9250217E-2    -3.8872500E-4    -1.1835812E-3    -4.1167662E-1
 3.4482759E-1     2.7586207E+0     8.2673491E-1     1.9049012E-2    -3.8827250E-4    -1.1877661E-3    -4.1114327E-1
 3.4482759E-1     2.7586207E+0     9.9208189E-1     1.8903902E-2    -3.8788842E-4    -1.1972502E-3    -4.1055452E-1
 3.4482759E-1     2.7586207E+0     1.1574289E+0     1.8798512E-2    -3.8758315E-4    -1.2090705E-3    -4.0994167E-1
 3.4482759E-1     2.7586207E+0     1.3227759E+0     1.8718897E-2    -3.8740266E-4    -1.2223586E-3    -4.0933609E-1
 3.4482759E-1     2.7586207E+0     1.4881228E+0     1.8661983E-2    -3.8741715E-4    -1.2339465E-3    -4.0876690E-1
 3.4482759E-1     2.7586207E+0     1.6534698E+0     1.8655438E-2    -3.8828094E-4    -1.2388002E-3    -4.0825866E-1
 3.4482759E-1     2.7586207E+0     1.8188168E+0     1.8670573E-2    -3.8839163E-4    -1.2581754E-3    -4.0782938E-1
 3.4482759E-1     2.7586207E+0     1.9841638E+0     1.8718204E-2    -3.8906217E-4    -1.2716098E-3    -4.0748906E-1
 3.4482759E-1     2.7586207E+0     2.1495108E+0     1.8795406E-2    -3.8988993E-4    -1.2855274E-3    -4.0723903E-1
 3.4482759E-1     2.7586207E+0     2.3148577E+0     1.8918075E-2    -3.9085519E-4    -1.2985198E-3    -4.0707225E-1
 3.4482759E-1     2.7586207E+0     2.4802047E+0     1.9120104E-2    -3.9191447E-4    -1.3138045E-3    -4.0697479E-1
 3.4482759E-1     2.7586207E+0     2.6455517E+0     1.9351640E-2    -3.9294813E-4    -1.3316287E-3    -4.0692827E-1
 3.4482759E-1     2.7586207E+0     2.8108987E+0     1.9664533E-2    -3.9384477E-4    -1.3532789E-3    -4.0691308E-1
 3.4482759E-1     2.7586207E+0     2.9762457E+0     2.0036665E-2    -3.9456558E-4    -1.3823789E-3    -4.0691193E-1
 3.4482759E-1     3.0000000E+0     1.0000000E-2     1.9633215E-2    -3.7608919E-4    -1.3509179E-3    -4.3832919E-1
 3.4482759E-1     3.0000000E+0     1.6534698E-1     1.9399830E-2    -3.7574137E-4    -1.3146848E-3    -4.3827866E-1
 3.4482759E-1     3.0000000E+0     3.3069396E-1     1.9127751E-2    -3.7524515E-4    -1.2792364E-3    -4.3812926E-1
 3.4482759E-1     3.0000000E+0     4.9604095E-1     1.8907816E-2    -3.7434448E-4    -1.2477054E-3    -4.3788930E-1
 3.4482759E-1     3.0000000E+0     6.6138793E-1     1.8722925E-2    -3.7330586E-4    -1.2204701E-3    -4.3757169E-1
 3.4482759E-1     3.0000000E+0     8.2673491E-1     1.8573124E-2    -3.7240586E-4    -1.1949643E-3    -4.3719332E-1
 3.4482759E-1     3.0000000E+0     9.9208189E-1     1.8476775E-2    -3.7154566E-4    -1.1711800E-3    -4.3677390E-1
 3.4482759E-1     3.0000000E+0     1.1574289E+0     1.8424459E-2    -3.7081421E-4    -1.1485472E-3    -4.3633457E-1
 3.4482759E-1     3.0000000E+0     1.3227759E+0     1.8354177E-2    -3.7028545E-4    -1.1247712E-3    -4.3589646E-1
 3.4482759E-1     3.0000000E+0     1.4881228E+0     1.8325581E-2    -3.6992288E-4    -1.1035853E-3    -4.3547910E-1
 3.4482759E-1     3.0000000E+0     1.6534698E+0     1.8342532E-2    -3.7044329E-4    -1.0766511E-3    -4.3509901E-1
 3.4482759E-1     3.0000000E+0     1.8188168E+0     1.8370254E-2    -3.7019033E-4    -1.0626727E-3    -4.3476851E-1
 3.4482759E-1     3.0000000E+0     1.9841638E+0     1.8452356E-2    -3.7048398E-4    -1.0493033E-3    -4.3449494E-1
 3.4482759E-1     3.0000000E+0     2.1495108E+0     1.8525224E-2    -3.7099522E-4    -1.0347901E-3    -4.3428033E-1
 3.4482759E-1     3.0000000E+0     2.3148577E+0     1.8638113E-2    -3.7168047E-4    -1.0230521E-3    -4.3412177E-1
 3.4482759E-1     3.0000000E+0     2.4802047E+0     1.8797848E-2    -3.7240357E-4    -1.0146463E-3    -4.3401232E-1
 3.4482759E-1     3.0000000E+0     2.6455517E+0     1.9008622E-2    -3.7325048E-4    -1.0111808E-3    -4.3394249E-1
 3.4482759E-1     3.0000000E+0     2.8108987E+0     1.9255481E-2    -3.7399477E-4    -1.0131381E-3    -4.3390204E-1
 3.4482759E-1     3.0000000E+0     2.9762457E+0     1.9561712E-2    -3.7441843E-4    -1.0251340E-3    -4.3388194E-1
 5.8620690E-1    -4.0000000E+0     1.0000000E-2     2.6872113E-2    -2.8840877E-3    -1.3158325E-2    -8.3064295E-2
 5.8620690E-1    -4.0000000E+0     1.6534698E-1     2.5388446E-2    -2.9428678E-3    -1.4592169E-2    -8.3056428E-2
 5.8620690E-1    -4.0000000E+0     3.3069396E-1     2.2631198E-2    -2.9574706E-3    -1.4495717E-2    -8.3032955E-2
 5.8620690E-1    -4.0000000E+0     4.9604095E-1     2.4269450E-2    -2.9753308E-3    -1.4683969E-2    -8.2994534E-2
 5.8620690E-1    -4.0000000E+0     6.6138793E-1     2.2403292E-2    -2.9325656E-3    -1.4683922E-2    -8.2942201E-2
 5.8620690E-1    -4.0000000E+0     8.2673491E-1     2.5791560E-2    -2.9758625E-3    -1.4680209E-2    -8.2877363E-2
 5.8620690E-1    -4.0000000E+0     9.9208189E-1     2.4545510E-2    -2.9967336E-3    -1.4301513E-2    -8.2801773E-2
 5.8620690E-1    -4.0000000E+0     1.1574289E+0     2.7095387E-2    -3.0256350E-3    -1.4291522E-2    -8.2717472E-2
 5.8620690E-1    -4.0000000E+0     1.3227759E+0     3.2792439E-2    -3.0185391E-3    -1.3920377E-2    -8.2626745E-2
 5.8620690E-1    -4.0000000E+0     1.4881228E+0     2.3198938E-2    -3.0325549E-3    -1.4253437E-2    -8.2532055E-2
 5.8620690E-1    -4.0000000E+0     1.6534698E+0     2.2060455E-2    -3.0343533E-3    -1.4278076E-2    -8.2435978E-2
 5.8620690E-1    -4.0000000E+0     1.8188168E+0     3.2849185E-2    -3.0201475E-3    -1.3908928E-2    -8.2341136E-2
 5.8620690E-1    -4.0000000E+0     1.9841638E+0     2.7293332E-2    -3.0278357E-3    -1.4301625E-2    -8.2250121E-2
 5.8620690E-1    -4.0000000E+0     2.1495108E+0     2.4540414E-2    -2.9997620E-3    -1.4313198E-2    -8.2165429E-2
 5.8620690E-1    -4.0000000E+0     2.3148577E+0     2.5775069E-2    -2.9810106E-3    -1.4721536E-2    -8.2089384E-2
 5.8620690E-1    -4.0000000E+0     2.4802047E+0     2.2343376E-2    -2.9356011E-3    -1.4732263E-2    -8.2024082E-2
 5.8620690E-1    -4.0000000E+0     2.6455517E+0     2.4182960E-2    -2.9796063E-3    -1.4751290E-2    -8.1971318E-2
 5.8620690E-1    -4.0000000E+0     2.8108987E+0     2.2562238E-2    -2.9629083E-3    -1.4557364E-2    -8.1932552E-2
 5.8620690E-1    -4.0000000E+0     2.9762457E+0     2.5290265E-2    -2.9478182E-3    -1.4642142E-2    -8.1908856E-2
 5.8620690E-1    -3.7586207E+0     1.0000000E-2     2.4654060E-2    -2.9133440E-3    -1.4566505E-2    -8.3258990E-2
 5.8620690E-1    -3.7586207E+0     1.6534698E-1     2.4828867E-2    -2.9221574E-3    -1.4613978E-2    -8.3248569E-2
 5.8620690E-1    -3.7586207E+0     3.3069396E-1     2.4607596E-2    -2.9314576E-3    -1.4594432E-2    -8.3217471E-2
 5.8620690E-1    -3.7586207E+0     4.9604095E-1     2.4704273E-2    -2.9414869E-3    -1.4601487E-2    -8.3166565E-2
 5.8620690E-1    -3.7586207E+0     6.6138793E-1     2.4464597E-2    -2.9459829E-3    -1.4608126E-2    -8.3097212E-2
 5.8620690E-1    -3.7586207E+0     8.2673491E-1     2.4716547E-2    -2.9596747E-3    -1.4619183E-2    -8.3011269E-2
 5.8620690E-1    -3.7586207E+0     9.9208189E-1     2.4720114E-2    -2.9695265E-3    -1.4579551E-2    -8.2911043E-2
 5.8620690E-1    -3.7586207E+0     1.1574289E+0     2.5066207E-2    -2.9792928E-3    -1.4598556E-2    -8.2799231E-2
 5.8620690E-1    -3.7586207E+0     1.3227759E+0     2.5737738E-2    -2.9811804E-3    -1.4576267E-2    -8.2678850E-2
 5.8620690E-1    -3.7586207E+0     1.4881228E+0     2.6525209E-2    -2.9841889E-3    -1.4649570E-2    -8.2553160E-2
 5.8620690E-1    -3.7586207E+0     1.6534698E+0     2.6499184E-2    -2.9860023E-3    -1.4655344E-2    -8.2425574E-2
 5.8620690E-1    -3.7586207E+0     1.8188168E+0     2.5733421E-2    -2.9837820E-3    -1.4594388E-2    -8.2299573E-2
 5.8620690E-1    -3.7586207E+0     1.9841638E+0     2.5027565E-2    -2.9834046E-3    -1.4632472E-2    -8.2178604E-2
 5.8620690E-1    -3.7586207E+0     2.1495108E+0     2.4651288E-2    -2.9750325E-3    -1.4624910E-2    -8.2065991E-2
 5.8620690E-1    -3.7586207E+0     2.3148577E+0     2.4615519E-2    -2.9665030E-3    -1.4678164E-2    -8.1964837E-2
 5.8620690E-1    -3.7586207E+0     2.4802047E+0     2.4343520E-2    -2.9535027E-3    -1.4677447E-2    -8.1877939E-2
 5.8620690E-1    -3.7586207E+0     2.6455517E+0     2.4568829E-2    -2.9497917E-3    -1.4679847E-2    -8.1807709E-2
 5.8620690E-1    -3.7586207E+0     2.8108987E+0     2.4460459E-2    -2.9404066E-3    -1.4677347E-2    -8.1756098E-2
 5.8620690E-1    -3.7586207E+0     2.9762457E+0     2.4680132E-2    -2.9312877E-3    -1.4699393E-2    -8.1724544E-2
 5.8620690E-1    -3.5172414E+0     1.0000000E-2     2.4440801E-2    -2.9093611E-3    -1.4474564E-2    -8.3512716E-2
 5.8620690E-1    -3.5172414E+0     1.6534698E-1     2.4736147E-2    -2.9107929E-3    -1.4407258E-2    -8.3498987E-2
 5.8620690E-1    -3.5172414E+0     3.3069396E-1     2.4809325E-2    -2.9181862E-3    -1.4382574E-2    -8.3458014E-2
 5.8620690E-1    -3.5172414E+0     4.9604095E-1     2.4703235E-2    -2.9254863E-3    -1.4363268E-2    -8.3390934E-2
 5.8620690E-1    -3.5172414E+0     6.6138793E-1     2.4690136E-2    -2.9347589E-3    -1.4346410E-2    -8.3299530E-2
 5.8620690E-1    -3.5172414E+0     8.2673491E-1     2.4557010E-2    -2.9417574E-3    -1.4324410E-2    -8.3186237E-2
 5.8620690E-1    -3.5172414E+0     9.9208189E-1     2.4588135E-2    -2.9500645E-3    -1.4293281E-2    -8.3054079E-2
 5.8620690E-1    -3.5172414E+0     1.1574289E+0     2.4454099E-2    -2.9548099E-3    -1.4255434E-2    -8.2906597E-2
 5.8620690E-1    -3.5172414E+0     1.3227759E+0     2.4268963E-2    -2.9620492E-3    -1.4227674E-2    -8.2747756E-2
 5.8620690E-1    -3.5172414E+0     1.4881228E+0     2.5097776E-2    -2.9621920E-3    -1.4220724E-2    -8.2581846E-2
 5.8620690E-1    -3.5172414E+0     1.6534698E+0     2.5144855E-2    -2.9644203E-3    -1.4221516E-2    -8.2413368E-2
 5.8620690E-1    -3.5172414E+0     1.8188168E+0     2.4220831E-2    -2.9663947E-3    -1.4250163E-2    -8.2246914E-2
 5.8620690E-1    -3.5172414E+0     1.9841638E+0     2.4359532E-2    -2.9613049E-3    -1.4295419E-2    -8.2087045E-2
 5.8620690E-1    -3.5172414E+0     2.1495108E+0     2.4470301E-2    -2.9587020E-3    -1.4350638E-2    -8.1938161E-2
 5.8620690E-1    -3.5172414E+0     2.3148577E+0     2.4411107E-2    -2.9522796E-3    -1.4397454E-2    -8.1804380E-2
 5.8620690E-1    -3.5172414E+0     2.4802047E+0     2.4525926E-2    -2.9468915E-3    -1.4433451E-2    -8.1689418E-2
 5.8620690E-1    -3.5172414E+0     2.6455517E+0     2.4521944E-2    -2.9388559E-3    -1.4461339E-2    -8.1596481E-2
 5.8620690E-1    -3.5172414E+0     2.8108987E+0     2.4612510E-2    -2.9323981E-3    -1.4488433E-2    -8.1528169E-2
 5.8620690E-1    -3.5172414E+0     2.9762457E+0     2.4534287E-2    -2.9255082E-3    -1.4519672E-2    -8.1486398E-2
 5.8620690E-1    -3.2758621E+0     1.0000000E-2     2.4682062E-2    -2.8979762E-3    -1.3753664E-2    -8.3850335E-2
 5.8620690E-1    -3.2758621E+0     1.6534698E-1     2.4779343E-2    -2.9002051E-3    -1.3746219E-2    -8.3832263E-2
 5.8620690E-1    -3.2758621E+0     3.3069396E-1     2.4668726E-2    -2.9050321E-3    -1.3688999E-2    -8.3778321E-2
 5.8620690E-1    -3.2758621E+0     4.9604095E-1     2.4594526E-2    -2.9115479E-3    -1.3614485E-2    -8.3689998E-2
 5.8620690E-1    -3.2758621E+0     6.6138793E-1     2.4516622E-2    -2.9182168E-3    -1.3499429E-2    -8.3569621E-2
 5.8620690E-1    -3.2758621E+0     8.2673491E-1     2.4527128E-2    -2.9244113E-3    -1.3351422E-2    -8.3420372E-2
 5.8620690E-1    -3.2758621E+0     9.9208189E-1     2.4484396E-2    -2.9318663E-3    -1.3189429E-2    -8.3246210E-2
 5.8620690E-1    -3.2758621E+0     1.1574289E+0     2.4333898E-2    -2.9361289E-3    -1.3051870E-2    -8.3051773E-2
 5.8620690E-1    -3.2758621E+0     1.3227759E+0     2.4286002E-2    -2.9402931E-3    -1.2944858E-2    -8.2842266E-2
 5.8620690E-1    -3.2758621E+0     1.4881228E+0     2.4019170E-2    -2.9413120E-3    -1.2907260E-2    -8.2623327E-2
 5.8620690E-1    -3.2758621E+0     1.6534698E+0     2.3976901E-2    -2.9445899E-3    -1.2906122E-2    -8.2400884E-2
 5.8620690E-1    -3.2758621E+0     1.8188168E+0     2.4213766E-2    -2.9464449E-3    -1.2967587E-2    -8.2180998E-2
 5.8620690E-1    -3.2758621E+0     1.9841638E+0     2.4218098E-2    -2.9455689E-3    -1.3094378E-2    -8.1969698E-2
 5.8620690E-1    -3.2758621E+0     2.1495108E+0     2.4327966E-2    -2.9446583E-3    -1.3250919E-2    -8.1772818E-2
 5.8620690E-1    -3.2758621E+0     2.3148577E+0     2.4338941E-2    -2.9400644E-3    -1.3432114E-2    -8.1595826E-2
 5.8620690E-1    -3.2758621E+0     2.4802047E+0     2.4306593E-2    -2.9361943E-3    -1.3599609E-2    -8.1443666E-2
 5.8620690E-1    -3.2758621E+0     2.6455517E+0     2.4354571E-2    -2.9314605E-3    -1.3731572E-2    -8.1320615E-2
 5.8620690E-1    -3.2758621E+0     2.8108987E+0     2.4412352E-2    -2.9262862E-3    -1.3819010E-2    -8.1230142E-2
 5.8620690E-1    -3.2758621E+0     2.9762457E+0     2.4510583E-2    -2.9222320E-3    -1.3883737E-2    -8.1174810E-2
 5.8620690E-1    -3.0344828E+0     1.0000000E-2     2.4709433E-2    -2.8852244E-3    -1.2601027E-2    -8.4300171E-2
 5.8620690E-1    -3.0344828E+0     1.6534698E-1     2.4782077E-2    -2.8863082E-3    -1.2477713E-2    -8.4276401E-2
 5.8620690E-1    -3.0344828E+0     3.3069396E-1     2.4662769E-2    -2.8903754E-3    -1.2360501E-2    -8.4205451E-2
 5.8620690E-1    -3.0344828E+0     4.9604095E-1     2.4520897E-2    -2.8952279E-3    -1.2183725E-2    -8.4089255E-2
 5.8620690E-1    -3.0344828E+0     6.6138793E-1     2.4429292E-2    -2.9010914E-3    -1.1955317E-2    -8.3930844E-2
 5.8620690E-1    -3.0344828E+0     8.2673491E-1     2.4381923E-2    -2.9075649E-3    -1.1716100E-2    -8.3734367E-2
 5.8620690E-1    -3.0344828E+0     9.9208189E-1     2.4327769E-2    -2.9129594E-3    -1.1514950E-2    -8.3504990E-2
 5.8620690E-1    -3.0344828E+0     1.1574289E+0     2.4113688E-2    -2.9185702E-3    -1.1362808E-2    -8.3248775E-2
 5.8620690E-1    -3.0344828E+0     1.3227759E+0     2.3947262E-2    -2.9219017E-3    -1.1269419E-2    -8.2972538E-2
 5.8620690E-1    -3.0344828E+0     1.4881228E+0     2.4048866E-2    -2.9250294E-3    -1.1227417E-2    -8.2683680E-2
 5.8620690E-1    -3.0344828E+0     1.6534698E+0     2.4037355E-2    -2.9297679E-3    -1.1224819E-2    -8.2389998E-2
 5.8620690E-1    -3.0344828E+0     1.8188168E+0     2.3859417E-2    -2.9305143E-3    -1.1303100E-2    -8.2099488E-2
 5.8620690E-1    -3.0344828E+0     1.9841638E+0     2.3952086E-2    -2.9320883E-3    -1.1422480E-2    -8.1820128E-2
 5.8620690E-1    -3.0344828E+0     2.1495108E+0     2.4123573E-2    -2.9310770E-3    -1.1597352E-2    -8.1559653E-2
 5.8620690E-1    -3.0344828E+0     2.3148577E+0     2.4141527E-2    -2.9298101E-3    -1.1818952E-2    -8.1325341E-2
 5.8620690E-1    -3.0344828E+0     2.4802047E+0     2.4142668E-2    -2.9268392E-3    -1.2077766E-2    -8.1123789E-2
 5.8620690E-1    -3.0344828E+0     2.6455517E+0     2.4202703E-2    -2.9236736E-3    -1.2325632E-2    -8.0960712E-2
 5.8620690E-1    -3.0344828E+0     2.8108987E+0     2.4322086E-2    -2.9208339E-3    -1.2520021E-2    -8.0840766E-2
 5.8620690E-1    -3.0344828E+0     2.9762457E+0     2.4430260E-2    -2.9178682E-3    -1.2646916E-2    -8.0767389E-2
 5.8620690E-1    -2.7931034E+0     1.0000000E-2     2.4923539E-2    -2.8660254E-3    -1.0962870E-2    -8.4900415E-2
 5.8620690E-1    -2.7931034E+0     1.6534698E-1     2.4799906E-2    -2.8676248E-3    -1.0907836E-2    -8.4869189E-2
 5.8620690E-1    -2.7931034E+0     3.3069396E-1     2.4617048E-2    -2.8709660E-3    -1.0767190E-2    -8.4775970E-2
 5.8620690E-1    -2.7931034E+0     4.9604095E-1     2.4474016E-2    -2.8747986E-3    -1.0572068E-2    -8.4623267E-2
 5.8620690E-1    -2.7931034E+0     6.6138793E-1     2.4321505E-2    -2.8806032E-3    -1.0375894E-2    -8.4415013E-2
 5.8620690E-1    -2.7931034E+0     8.2673491E-1     2.4199722E-2    -2.8865602E-3    -1.0214078E-2    -8.4156595E-2
 5.8620690E-1    -2.7931034E+0     9.9208189E-1     2.4081315E-2    -2.8916925E-3    -1.0103533E-2    -8.3854732E-2
 5.8620690E-1    -2.7931034E+0     1.1574289E+0     2.4395214E-2    -2.8966894E-3    -1.0037194E-2    -8.3517322E-2
 5.8620690E-1    -2.7931034E+0     1.3227759E+0     2.3889455E-2    -2.9006099E-3    -1.0002845E-2    -8.3153269E-2
