 Log10[q2](GeV^2) Log10[r2](GeV^2)    theta            G4Gluon         G4Ghost           GQuark          G4Sword
-2.3103448E+0    -1.3793103E-1     3.3069396E-1     1.9492999E-3    -5.3352866E-3    -6.2218365E-3    -6.9215823E-4
-2.3103448E+0    -1.3793103E-1     4.9604095E-1     1.8205684E-3    -5.3426138E-3    -6.0965820E-3    -6.3626593E-4
-2.3103448E+0    -1.3793103E-1     6.6138793E-1     1.6887961E-3    -5.3510520E-3    -5.9356517E-3    -5.6120092E-4
-2.3103448E+0    -1.3793103E-1     8.2673491E-1     1.5455666E-3    -5.3621233E-3    -5.7606378E-3    -4.6999046E-4
-2.3103448E+0    -1.3793103E-1     9.9208189E-1     1.4021523E-3    -5.3750520E-3    -5.5790847E-3    -3.6630294E-4
-2.3103448E+0    -1.3793103E-1     1.1574289E+0     1.2743562E-3    -5.3897859E-3    -5.4040188E-3    -2.5427973E-4
-2.3103448E+0    -1.3793103E-1     1.3227759E+0     1.1550368E-3    -5.4066056E-3    -5.2451490E-3    -1.3833187E-4
-2.3103448E+0    -1.3793103E-1     1.4881228E+0     1.0969390E-3    -5.4249451E-3    -5.1125617E-3    -2.2904791E-5
-2.3103448E+0    -1.3793103E-1     1.6534698E+0     1.0730774E-3    -5.4448558E-3    -5.0126013E-3     8.7782048E-5
-2.3103448E+0    -1.3793103E-1     1.8188168E+0     9.3035143E-4    -5.4670706E-3    -4.9391282E-3     1.9000554E-4
-2.3103448E+0    -1.3793103E-1     1.9841638E+0     9.0098688E-4    -5.4888591E-3    -4.9040746E-3     2.8079536E-4
-2.3103448E+0    -1.3793103E-1     2.1495108E+0     8.9273624E-4    -5.5098384E-3    -4.8947219E-3     3.5814115E-4
-2.3103448E+0    -1.3793103E-1     2.3148577E+0     9.0829119E-4    -5.5288698E-3    -4.9098520E-3     4.2110667E-4
-2.3103448E+0    -1.3793103E-1     2.4802047E+0     9.4004461E-4    -5.5450741E-3    -4.9383868E-3     4.6980694E-4
-2.3103448E+0    -1.3793103E-1     2.6455517E+0     9.8686924E-4    -5.5581496E-3    -4.9787257E-3     5.0522084E-4
-2.3103448E+0    -1.3793103E-1     2.8108987E+0     1.0405563E-3    -5.5666228E-3    -5.0155807E-3     5.2884250E-4
-2.3103448E+0    -1.3793103E-1     2.9762457E+0     1.1247439E-3    -5.5703797E-3    -5.0464002E-3     5.4222980E-4
-2.3103448E+0     1.0344828E-1     1.0000000E-2     4.8689579E-3    -4.4498335E-3    -9.5006020E-3    -1.0038829E-2
-2.3103448E+0     1.0344828E-1     1.6534698E-1     4.8033028E-3    -4.4530330E-3    -9.4806272E-3    -1.0017311E-2
-2.3103448E+0     1.0344828E-1     3.3069396E-1     4.6663660E-3    -4.4595540E-3    -9.4449680E-3    -9.9531788E-3
-2.3103448E+0     1.0344828E-1     4.9604095E-1     4.5805035E-3    -4.4682118E-3    -9.3945019E-3    -9.8484669E-3
-2.3103448E+0     1.0344828E-1     6.6138793E-1     4.4158187E-3    -4.4786378E-3    -9.3441371E-3    -9.7063640E-3
-2.3103448E+0     1.0344828E-1     8.2673491E-1     4.3446354E-3    -4.4901031E-3    -9.2987794E-3    -9.5311850E-3
-2.3103448E+0     1.0344828E-1     9.9208189E-1     4.3105652E-3    -4.5029509E-3    -9.2697439E-3    -9.3282270E-3
-2.3103448E+0     1.0344828E-1     1.1574289E+0     4.2769544E-3    -4.5173613E-3    -9.2527727E-3    -9.1035889E-3
-2.3103448E+0     1.0344828E-1     1.3227759E+0     4.3362359E-3    -4.5330376E-3    -9.2445695E-3    -8.8639610E-3
-2.3103448E+0     1.0344828E-1     1.4881228E+0     4.4244138E-3    -4.5486950E-3    -9.2554926E-3    -8.6163905E-3
-2.3103448E+0     1.0344828E-1     1.6534698E+0     4.4718991E-3    -4.5722296E-3    -9.2152593E-3    -8.3680309E-3
-2.3103448E+0     1.0344828E-1     1.8188168E+0     4.6497446E-3    -4.5848877E-3    -9.2748510E-3    -8.1258878E-3
-2.3103448E+0     1.0344828E-1     1.9841638E+0     4.8148506E-3    -4.5997424E-3    -9.3210860E-3    -7.8965757E-3
-2.3103448E+0     1.0344828E-1     2.1495108E+0     5.0285786E-3    -4.6141999E-3    -9.3684557E-3    -7.6861016E-3
-2.3103448E+0     1.0344828E-1     2.3148577E+0     5.2300598E-3    -4.6276786E-3    -9.4077681E-3    -7.4996962E-3
-2.3103448E+0     1.0344828E-1     2.4802047E+0     5.2822265E-3    -4.6397502E-3    -9.4072078E-3    -7.3417052E-3
-2.3103448E+0     1.0344828E-1     2.6455517E+0     5.3665653E-3    -4.6489893E-3    -9.3971160E-3    -7.2155513E-3
-2.3103448E+0     1.0344828E-1     2.8108987E+0     5.3782036E-3    -4.6549871E-3    -9.3952669E-3    -7.1237613E-3
-2.3103448E+0     1.0344828E-1     2.9762457E+0     5.4477599E-3    -4.6574582E-3    -9.3967583E-3    -7.0680400E-3
-2.3103448E+0     3.4482759E-1     1.0000000E-2     1.4893061E-2    -3.5690969E-3    -1.0724628E-2    -3.5277680E-2
-2.3103448E+0     3.4482759E-1     1.6534698E-1     1.4741876E-2    -3.5718254E-3    -1.0702976E-2    -3.5239697E-2
-2.3103448E+0     3.4482759E-1     3.3069396E-1     1.4536572E-2    -3.5767004E-3    -1.0661278E-2    -3.5126308E-2
-2.3103448E+0     3.4482759E-1     4.9604095E-1     1.4325441E-2    -3.5831127E-3    -1.0608643E-2    -3.4940567E-2
-2.3103448E+0     3.4482759E-1     6.6138793E-1     1.4214982E-2    -3.5920470E-3    -1.0558768E-2    -3.4687258E-2
-2.3103448E+0     3.4482759E-1     8.2673491E-1     1.4110808E-2    -3.6014048E-3    -1.0517709E-2    -3.4372920E-2
-2.3103448E+0     3.4482759E-1     9.9208189E-1     1.3813922E-2    -3.6114483E-3    -1.0478221E-2    -3.4005704E-2
-2.3103448E+0     3.4482759E-1     1.1574289E+0     1.3623945E-2    -3.6210590E-3    -1.0451021E-2    -3.3595181E-2
-2.3103448E+0     3.4482759E-1     1.3227759E+0     1.3333729E-2    -3.6319400E-3    -1.0453353E-2    -3.3152124E-2
-2.3103448E+0     3.4482759E-1     1.4881228E+0     1.2557296E-2    -3.6412767E-3    -1.0485221E-2    -3.2688261E-2
-2.3103448E+0     3.4482759E-1     1.6534698E+0     1.1897789E-2    -3.6580894E-3    -1.0464787E-2    -3.2215994E-2
-2.3103448E+0     3.4482759E-1     1.8188168E+0     1.2020277E-2    -3.6669276E-3    -1.0515603E-2    -3.1748099E-2
-2.3103448E+0     3.4482759E-1     1.9841638E+0     1.1634151E-2    -3.6765508E-3    -1.0554231E-2    -3.1297405E-2
-2.3103448E+0     3.4482759E-1     2.1495108E+0     1.1369335E-2    -3.6868363E-3    -1.0592429E-2    -3.0876449E-2
-2.3103448E+0     3.4482759E-1     2.3148577E+0     1.1291144E-2    -3.6956684E-3    -1.0635467E-2    -3.0497119E-2
-2.3103448E+0     3.4482759E-1     2.4802047E+0     1.1197261E-2    -3.7027154E-3    -1.0676116E-2    -3.0170290E-2
-2.3103448E+0     3.4482759E-1     2.6455517E+0     1.1107614E-2    -3.7068598E-3    -1.0726312E-2    -2.9905468E-2
-2.3103448E+0     3.4482759E-1     2.8108987E+0     1.1212221E-2    -3.7100897E-3    -1.0780777E-2    -2.9710456E-2
-2.3103448E+0     3.4482759E-1     2.9762457E+0     1.1345229E-2    -3.7111315E-3    -1.0822062E-2    -2.9591058E-2
-2.3103448E+0     5.8620690E-1     1.0000000E-2     2.4971539E-2    -2.8053052E-3    -9.0443090E-3    -8.6797471E-2
-2.3103448E+0     5.8620690E-1     1.6534698E-1     2.4777231E-2    -2.8069289E-3    -9.0200435E-3    -8.6743829E-2
-2.3103448E+0     5.8620690E-1     3.3069396E-1     2.4501168E-2    -2.8097509E-3    -8.9896871E-3    -8.6583639E-2
-2.3103448E+0     5.8620690E-1     4.9604095E-1     2.4199601E-2    -2.8137741E-3    -8.9838386E-3    -8.6321063E-2
-2.3103448E+0     5.8620690E-1     6.6138793E-1     2.3758126E-2    -2.8181939E-3    -9.0070044E-3    -8.5962625E-2
-2.3103448E+0     5.8620690E-1     8.2673491E-1     2.3731954E-2    -2.8236028E-3    -9.0471830E-3    -8.5517275E-2
-2.3103448E+0     5.8620690E-1     9.9208189E-1     2.3576875E-2    -2.8295466E-3    -9.0963598E-3    -8.4996219E-2
-2.3103448E+0     5.8620690E-1     1.1574289E+0     2.3400199E-2    -2.8347681E-3    -9.1495916E-3    -8.4412693E-2
-2.3103448E+0     5.8620690E-1     1.3227759E+0     2.3253594E-2    -2.8412624E-3    -9.2032055E-3    -8.3781696E-2
-2.3103448E+0     5.8620690E-1     1.4881228E+0     2.2805854E-2    -2.8480604E-3    -9.2590024E-3    -8.3119679E-2
-2.3103448E+0     5.8620690E-1     1.6534698E+0     2.2636194E-2    -2.8588667E-3    -9.2711448E-3    -8.2444184E-2
-2.3103448E+0     5.8620690E-1     1.8188168E+0     2.3004667E-2    -2.8627010E-3    -9.3083799E-3    -8.1773443E-2
-2.3103448E+0     5.8620690E-1     1.9841638E+0     2.3071157E-2    -2.8679385E-3    -9.3310163E-3    -8.1125925E-2
-2.3103448E+0     5.8620690E-1     2.1495108E+0     2.3109726E-2    -2.8744984E-3    -9.3476221E-3    -8.0519840E-2
-2.3103448E+0     5.8620690E-1     2.3148577E+0     2.3217632E-2    -2.8789743E-3    -9.3624935E-3    -7.9972603E-2
-2.3103448E+0     5.8620690E-1     2.4802047E+0     2.3084402E-2    -2.8823454E-3    -9.3780368E-3    -7.9500272E-2
-2.3103448E+0     5.8620690E-1     2.6455517E+0     2.3461794E-2    -2.8849797E-3    -9.3992620E-3    -7.9116982E-2
-2.3103448E+0     5.8620690E-1     2.8108987E+0     2.3709107E-2    -2.8860738E-3    -9.4368157E-3    -7.8834399E-2
-2.3103448E+0     5.8620690E-1     2.9762457E+0     2.3950997E-2    -2.8863206E-3    -9.4847457E-3    -7.8661247E-2
-2.3103448E+0     8.2758621E-1     1.0000000E-2     3.6767348E-2    -2.2360975E-3    -5.6234211E-3    -1.6018433E-1
-2.3103448E+0     8.2758621E-1     1.6534698E-1     3.6485566E-2    -2.2371307E-3    -5.5642734E-3    -1.6013214E-1
-2.3103448E+0     8.2758621E-1     3.3069396E-1     3.6164208E-2    -2.2391164E-3    -5.4701974E-3    -1.5997636E-1
-2.3103448E+0     8.2758621E-1     4.9604095E-1     3.5796461E-2    -2.2415551E-3    -5.3964368E-3    -1.5972123E-1
-2.3103448E+0     8.2758621E-1     6.6138793E-1     3.5414220E-2    -2.2455151E-3    -5.3763908E-3    -1.5937340E-1
-2.3103448E+0     8.2758621E-1     8.2673491E-1     3.5496230E-2    -2.2496537E-3    -5.3975221E-3    -1.5894194E-1
-2.3103448E+0     8.2758621E-1     9.9208189E-1     3.4818414E-2    -2.2543990E-3    -5.4344187E-3    -1.5843818E-1
-2.3103448E+0     8.2758621E-1     1.1574289E+0     3.4398565E-2    -2.2588530E-3    -5.4757683E-3    -1.5787537E-1
-2.3103448E+0     8.2758621E-1     1.3227759E+0     3.4224584E-2    -2.2640480E-3    -5.5119157E-3    -1.5726843E-1
-2.3103448E+0     8.2758621E-1     1.4881228E+0     3.4086183E-2    -2.2687709E-3    -5.5507406E-3    -1.5663355E-1
-2.3103448E+0     8.2758621E-1     1.6534698E+0     3.3950678E-2    -2.2765094E-3    -5.5542061E-3    -1.5598780E-1
-2.3103448E+0     8.2758621E-1     1.8188168E+0     3.3742388E-2    -2.2813411E-3    -5.5596085E-3    -1.5534873E-1
-2.3103448E+0     8.2758621E-1     1.9841638E+0     3.3561299E-2    -2.2862282E-3    -5.5584178E-3    -1.5473384E-1
-2.3103448E+0     8.2758621E-1     2.1495108E+0     3.3625137E-2    -2.2913600E-3    -5.5483351E-3    -1.5416018E-1
-2.3103448E+0     8.2758621E-1     2.3148577E+0     3.4037728E-2    -2.2952675E-3    -5.5373545E-3    -1.5364383E-1
-2.3103448E+0     8.2758621E-1     2.4802047E+0     3.3787819E-2    -2.2984388E-3    -5.5349077E-3    -1.5319941E-1
-2.3103448E+0     8.2758621E-1     2.6455517E+0     3.3933487E-2    -2.3003738E-3    -5.5653727E-3    -1.5283965E-1
-2.3103448E+0     8.2758621E-1     2.8108987E+0     3.4176960E-2    -2.3021207E-3    -5.6432342E-3    -1.5257491E-1
-2.3103448E+0     8.2758621E-1     2.9762457E+0     3.4417131E-2    -2.3027112E-3    -5.7420258E-3    -1.5241292E-1
-2.3103448E+0     1.0689655E+0     1.0000000E-2     4.1390315E-2    -1.8893772E-3    -3.2031458E-3    -2.3776383E-1
-2.3103448E+0     1.0689655E+0     1.6534698E-1     4.1045137E-2    -1.8894882E-3    -3.1529998E-3    -2.3772546E-1
-2.3103448E+0     1.0689655E+0     3.3069396E-1     4.0663880E-2    -1.8894461E-3    -3.0131797E-3    -2.3761102E-1
-2.3103448E+0     1.0689655E+0     4.9604095E-1     4.0358561E-2    -1.8897312E-3    -2.8372725E-3    -2.3742384E-1
-2.3103448E+0     1.0689655E+0     6.6138793E-1     3.9969944E-2    -1.8901925E-3    -2.7052701E-3    -2.3716916E-1
-2.3103448E+0     1.0689655E+0     8.2673491E-1     3.9723730E-2    -1.8910059E-3    -2.6432815E-3    -2.3685407E-1
-2.3103448E+0     1.0689655E+0     9.9208189E-1     3.9401380E-2    -1.8916816E-3    -2.6307207E-3    -2.3648732E-1
-2.3103448E+0     1.0689655E+0     1.1574289E+0     3.9359667E-2    -1.8930649E-3    -2.6433392E-3    -2.3607908E-1
-2.3103448E+0     1.0689655E+0     1.3227759E+0     3.9839886E-2    -1.8961506E-3    -2.6641217E-3    -2.3564064E-1
-2.3103448E+0     1.0689655E+0     1.4881228E+0     4.2149712E-2    -1.8951323E-3    -2.6903294E-3    -2.3518404E-1
-2.3103448E+0     1.0689655E+0     1.6534698E+0     4.2466255E-2    -1.8958419E-3    -2.6992407E-3    -2.3472180E-1
-2.3103448E+0     1.0689655E+0     1.8188168E+0     4.0080412E-2    -1.8970032E-3    -2.7147913E-3    -2.3426652E-1
-2.3103448E+0     1.0689655E+0     1.9841638E+0     3.9496335E-2    -1.8959203E-3    -2.7238257E-3    -2.3383058E-1
-2.3103448E+0     1.0689655E+0     2.1495108E+0     3.9471758E-2    -1.8966481E-3    -2.7345465E-3    -2.3342576E-1
-2.3103448E+0     1.0689655E+0     2.3148577E+0     3.9806910E-2    -1.8982614E-3    -2.7635302E-3    -2.3306296E-1
-2.3103448E+0     1.0689655E+0     2.4802047E+0     4.0015792E-2    -1.8994107E-3    -2.8334995E-3    -2.3275193E-1
-2.3103448E+0     1.0689655E+0     2.6455517E+0     4.0417044E-2    -1.9004993E-3    -2.9683221E-3    -2.3250098E-1
-2.3103448E+0     1.0689655E+0     2.8108987E+0     4.0716815E-2    -1.9012164E-3    -3.1515991E-3    -2.3231680E-1
-2.3103448E+0     1.0689655E+0     2.9762457E+0     4.1117493E-2    -1.9019288E-3    -3.3007547E-3    -2.3220430E-1
-2.3103448E+0     1.3103448E+0     1.0000000E-2     4.2116470E-2    -1.6541402E-3    -2.2443112E-3    -3.0630715E-1
-2.3103448E+0     1.3103448E+0     1.6534698E-1     4.1875303E-2    -1.6522415E-3    -2.2286329E-3    -3.0628230E-1
-2.3103448E+0     1.3103448E+0     3.3069396E-1     4.1563212E-2    -1.6493870E-3    -2.1122265E-3    -3.0620823E-1
-2.3103448E+0     1.3103448E+0     4.9604095E-1     4.1312448E-2    -1.6455466E-3    -1.9381900E-3    -3.0608724E-1
-2.3103448E+0     1.3103448E+0     6.6138793E-1     4.1080268E-2    -1.6416655E-3    -1.7353369E-3    -3.0592292E-1
-2.3103448E+0     1.3103448E+0     8.2673491E-1     4.0902658E-2    -1.6376834E-3    -1.5602569E-3    -3.0572013E-1
-2.3103448E+0     1.3103448E+0     9.9208189E-1     4.0850990E-2    -1.6337242E-3    -1.4499397E-3    -3.0548479E-1
-2.3103448E+0     1.3103448E+0     1.1574289E+0     4.0579962E-2    -1.6306599E-3    -1.3918668E-3    -3.0522375E-1
-2.3103448E+0     1.3103448E+0     1.3227759E+0     4.0704809E-2    -1.6291351E-3    -1.3659456E-3    -3.0494448E-1
-2.3103448E+0     1.3103448E+0     1.4881228E+0     3.9594738E-2    -1.6275998E-3    -1.3697752E-3    -3.0465486E-1
-2.3103448E+0     1.3103448E+0     1.6534698E+0     3.9502153E-2    -1.6285853E-3    -1.3694705E-3    -3.0436296E-1
-2.3103448E+0     1.3103448E+0     1.8188168E+0     4.0786455E-2    -1.6303798E-3    -1.3808518E-3    -3.0407676E-1
-2.3103448E+0     1.3103448E+0     1.9841638E+0     4.0731111E-2    -1.6324142E-3    -1.4166578E-3    -3.0380394E-1
-2.3103448E+0     1.3103448E+0     2.1495108E+0     4.1029090E-2    -1.6359080E-3    -1.4811482E-3    -3.0355171E-1
-2.3103448E+0     1.3103448E+0     2.3148577E+0     4.1142932E-2    -1.6403530E-3    -1.5939472E-3    -3.0332657E-1
-2.3103448E+0     1.3103448E+0     2.4802047E+0     4.1352892E-2    -1.6446471E-3    -1.7722405E-3    -3.0313426E-1
-2.3103448E+0     1.3103448E+0     2.6455517E+0     4.1621193E-2    -1.6487429E-3    -1.9838606E-3    -3.0297958E-1
-2.3103448E+0     1.3103448E+0     2.8108987E+0     4.1902059E-2    -1.6526895E-3    -2.1687154E-3    -3.0286633E-1
-2.3103448E+0     1.3103448E+0     2.9762457E+0     4.2238999E-2    -1.6556127E-3    -2.2936556E-3    -3.0279727E-1
-2.3103448E+0     1.5517241E+0     1.0000000E-2     3.7474095E-2    -1.5798294E-3    -2.1224963E-3    -3.6275808E-1
-2.3103448E+0     1.5517241E+0     1.6534698E-1     3.7654203E-2    -1.5775044E-3    -2.0957437E-3    -3.6274252E-1
-2.3103448E+0     1.5517241E+0     3.3069396E-1     3.7403854E-2    -1.5720155E-3    -2.0243565E-3    -3.6269616E-1
-2.3103448E+0     1.5517241E+0     4.9604095E-1     3.7237274E-2    -1.5645378E-3    -1.9126678E-3    -3.6262050E-1
-2.3103448E+0     1.5517241E+0     6.6138793E-1     3.7086107E-2    -1.5568605E-3    -1.7654292E-3    -3.6251790E-1
-2.3103448E+0     1.5517241E+0     8.2673491E-1     3.6925567E-2    -1.5485330E-3    -1.6053712E-3    -3.6239152E-1
-2.3103448E+0     1.5517241E+0     9.9208189E-1     3.6826872E-2    -1.5415784E-3    -1.4525659E-3    -3.6224520E-1
-2.3103448E+0     1.5517241E+0     1.1574289E+0     3.8202828E-2    -1.5369229E-3    -1.3348879E-3    -3.6208332E-1
-2.3103448E+0     1.5517241E+0     1.3227759E+0     3.6614493E-2    -1.5325566E-3    -1.2566695E-3    -3.6191065E-1
-2.3103448E+0     1.5517241E+0     1.4881228E+0     3.6788788E-2    -1.5290930E-3    -1.2164236E-3    -3.6173215E-1
-2.3103448E+0     1.5517241E+0     1.6534698E+0     3.6875016E-2    -1.5296822E-3    -1.2072444E-3    -3.6155286E-1
-2.3103448E+0     1.5517241E+0     1.8188168E+0     3.6535690E-2    -1.5333172E-3    -1.2431970E-3    -3.6137766E-1
-2.3103448E+0     1.5517241E+0     1.9841638E+0     3.8230703E-2    -1.5381341E-3    -1.3144669E-3    -3.6121124E-1
-2.3103448E+0     1.5517241E+0     2.1495108E+0     3.6933796E-2    -1.5431751E-3    -1.4252471E-3    -3.6105787E-1
-2.3103448E+0     1.5517241E+0     2.3148577E+0     3.6985547E-2    -1.5503998E-3    -1.5745066E-3    -3.6092140E-1
-2.3103448E+0     1.5517241E+0     2.4802047E+0     3.7173651E-2    -1.5590292E-3    -1.7352038E-3    -3.6080516E-1
-2.3103448E+0     1.5517241E+0     2.6455517E+0     3.7342518E-2    -1.5669351E-3    -1.8852726E-3    -3.6071187E-1
-2.3103448E+0     1.5517241E+0     2.8108987E+0     3.7517307E-2    -1.5745729E-3    -2.0004179E-3    -3.6064370E-1
-2.3103448E+0     1.5517241E+0     2.9762457E+0     3.7780283E-2    -1.5801782E-3    -2.0746018E-3    -3.6060218E-1
-2.3103448E+0     1.7931034E+0     1.0000000E-2     2.9611155E-2    -1.5881204E-3    -2.0226639E-3    -4.0906456E-1
-2.3103448E+0     1.7931034E+0     1.6534698E-1     3.0454219E-2    -1.5853773E-3    -1.9672197E-3    -4.0905471E-1
-2.3103448E+0     1.7931034E+0     3.3069396E-1     3.0379385E-2    -1.5781825E-3    -1.9351774E-3    -4.0902538E-1
-2.3103448E+0     1.7931034E+0     4.9604095E-1     3.0307904E-2    -1.5670723E-3    -1.8790465E-3    -4.0897753E-1
-2.3103448E+0     1.7931034E+0     6.6138793E-1     3.0220110E-2    -1.5555142E-3    -1.8096609E-3    -4.0891270E-1
-2.3103448E+0     1.7931034E+0     8.2673491E-1     3.0158255E-2    -1.5447953E-3    -1.7301015E-3    -4.0883294E-1
-2.3103448E+0     1.7931034E+0     9.9208189E-1     3.0005911E-2    -1.5349059E-3    -1.6538109E-3    -4.0874071E-1
-2.3103448E+0     1.7931034E+0     1.1574289E+0     2.9809151E-2    -1.5265183E-3    -1.5725098E-3    -4.0863884E-1
-2.3103448E+0     1.7931034E+0     1.3227759E+0     2.9714628E-2    -1.5212088E-3    -1.5150141E-3    -4.0853037E-1
-2.3103448E+0     1.7931034E+0     1.4881228E+0     3.0056783E-2    -1.5192548E-3    -1.4913106E-3    -4.0841846E-1
-2.3103448E+0     1.7931034E+0     1.6534698E+0     3.0103984E-2    -1.5196427E-3    -1.4854760E-3    -4.0830626E-1
-2.3103448E+0     1.7931034E+0     1.8188168E+0     2.9783233E-2    -1.5213875E-3    -1.5060945E-3    -4.0819685E-1
-2.3103448E+0     1.7931034E+0     1.9841638E+0     2.9886896E-2    -1.5266926E-3    -1.5594657E-3    -4.0809312E-1
-2.3103448E+0     1.7931034E+0     2.1495108E+0     3.0130422E-2    -1.5350882E-3    -1.6391526E-3    -4.0799771E-1
-2.3103448E+0     1.7931034E+0     2.3148577E+0     3.0315120E-2    -1.5449913E-3    -1.7147220E-3    -4.0791297E-1
-2.3103448E+0     1.7931034E+0     2.4802047E+0     3.0406011E-2    -1.5558256E-3    -1.7943377E-3    -4.0784090E-1
-2.3103448E+0     1.7931034E+0     2.6455517E+0     3.0517073E-2    -1.5674908E-3    -1.8646633E-3    -4.0778315E-1
-2.3103448E+0     1.7931034E+0     2.8108987E+0     3.0607033E-2    -1.5787161E-3    -1.9220920E-3    -4.0774098E-1
-2.3103448E+0     1.7931034E+0     2.9762457E+0     3.0694849E-2    -1.5860170E-3    -1.9546532E-3    -4.0771532E-1
-2.3103448E+0     2.0344828E+0     1.0000000E-2     2.6230938E-2    -1.6153119E-3    -2.0105503E-3    -4.4816627E-1
-2.3103448E+0     2.0344828E+0     1.6534698E-1     2.6165937E-2    -1.6121029E-3    -2.0616967E-3    -4.4815984E-1
-2.3103448E+0     2.0344828E+0     3.3069396E-1     2.6038429E-2    -1.6024262E-3    -2.0405851E-3    -4.4814068E-1
-2.3103448E+0     2.0344828E+0     4.9604095E-1     2.6144271E-2    -1.5901050E-3    -2.0149050E-3    -4.4810943E-1
-2.3103448E+0     2.0344828E+0     6.6138793E-1     2.5846827E-2    -1.5765657E-3    -1.9852600E-3    -4.4806711E-1
-2.3103448E+0     2.0344828E+0     8.2673491E-1     2.5801078E-2    -1.5625456E-3    -1.9557889E-3    -4.4801505E-1
-2.3103448E+0     2.0344828E+0     9.9208189E-1     2.6914595E-2    -1.5514168E-3    -1.9234383E-3    -4.4795488E-1
-2.3103448E+0     2.0344828E+0     1.1574289E+0     2.7252002E-2    -1.5412993E-3    -1.8947448E-3    -4.4788846E-1
-2.3103448E+0     2.0344828E+0     1.3227759E+0     2.8453710E-2    -1.5349535E-3    -1.8779866E-3    -4.4781777E-1
-2.3103448E+0     2.0344828E+0     1.4881228E+0     2.5938635E-2    -1.5317796E-3    -1.8589827E-3    -4.4774487E-1
-2.3103448E+0     2.0344828E+0     1.6534698E+0     2.5795962E-2    -1.5318501E-3    -1.8571534E-3    -4.4767183E-1
-2.3103448E+0     2.0344828E+0     1.8188168E+0     2.8511211E-2    -1.5345978E-3    -1.8804006E-3    -4.4760065E-1
-2.3103448E+0     2.0344828E+0     1.9841638E+0     2.7337042E-2    -1.5405993E-3    -1.8997137E-3    -4.4753320E-1
-2.3103448E+0     2.0344828E+0     2.1495108E+0     2.7022546E-2    -1.5504871E-3    -1.9309339E-3    -4.4747119E-1
-2.3103448E+0     2.0344828E+0     2.3148577E+0     2.5888566E-2    -1.5614099E-3    -1.9662544E-3    -4.4741614E-1
-2.3103448E+0     2.0344828E+0     2.4802047E+0     2.5922777E-2    -1.5753162E-3    -1.9984481E-3    -4.4736934E-1
-2.3103448E+0     2.0344828E+0     2.6455517E+0     2.6242997E-2    -1.5888494E-3    -2.0307577E-3    -4.4733184E-1
-2.3103448E+0     2.0344828E+0     2.8108987E+0     2.6144895E-2    -1.6011866E-3    -2.0582813E-3    -4.4730448E-1
-2.3103448E+0     2.0344828E+0     2.9762457E+0     2.6283645E-2    -1.6109016E-3    -2.0810611E-3    -4.4728783E-1
-2.3103448E+0     2.2758621E+0     1.0000000E-2     2.1593232E-2    -1.6478530E-3    -2.0504067E-3    -4.8260802E-1
-2.3103448E+0     2.2758621E+0     1.6534698E-1     2.2962868E-2    -1.6441021E-3    -2.0502197E-3    -4.8260365E-1
-2.3103448E+0     2.2758621E+0     3.3069396E-1     2.2926317E-2    -1.6341895E-3    -2.0434221E-3    -4.8259065E-1
-2.3103448E+0     2.2758621E+0     4.9604095E-1     2.2889388E-2    -1.6215142E-3    -2.0396649E-3    -4.8256943E-1
-2.3103448E+0     2.2758621E+0     6.6138793E-1     2.2858525E-2    -1.6078733E-3    -2.0288926E-3    -4.8254070E-1
-2.3103448E+0     2.2758621E+0     8.2673491E-1     2.2812362E-2    -1.5937070E-3    -2.0109730E-3    -4.8250534E-1
-2.3103448E+0     2.2758621E+0     9.9208189E-1     2.2770773E-2    -1.5807455E-3    -1.9933641E-3    -4.8246446E-1
-2.3103448E+0     2.2758621E+0     1.1574289E+0     2.2785937E-2    -1.5711287E-3    -1.9793761E-3    -4.8241931E-1
-2.3103448E+0     2.2758621E+0     1.3227759E+0     2.2726467E-2    -1.5637855E-3    -1.9680146E-3    -4.8237124E-1
-2.3103448E+0     2.2758621E+0     1.4881228E+0     2.2747258E-2    -1.5585146E-3    -1.9579713E-3    -4.8232165E-1
-2.3103448E+0     2.2758621E+0     1.6534698E+0     2.2751972E-2    -1.5585238E-3    -1.9557150E-3    -4.8227193E-1
-2.3103448E+0     2.2758621E+0     1.8188168E+0     2.2727157E-2    -1.5635540E-3    -1.9657432E-3    -4.8222344E-1
-2.3103448E+0     2.2758621E+0     1.9841638E+0     2.2793218E-2    -1.5707521E-3    -1.9764388E-3    -4.8217747E-1
-2.3103448E+0     2.2758621E+0     2.1495108E+0     2.2782233E-2    -1.5802609E-3    -1.9897995E-3    -4.8213518E-1
-2.3103448E+0     2.2758621E+0     2.3148577E+0     2.2830894E-2    -1.5931412E-3    -2.0067845E-3    -4.8209761E-1
-2.3103448E+0     2.2758621E+0     2.4802047E+0     2.2880302E-2    -1.6072973E-3    -2.0244279E-3    -4.8206566E-1
-2.3103448E+0     2.2758621E+0     2.6455517E+0     2.2914504E-2    -1.6209494E-3    -2.0350472E-3    -4.8204005E-1
-2.3103448E+0     2.2758621E+0     2.8108987E+0     2.2951602E-2    -1.6336622E-3    -2.0387656E-3    -4.8202135E-1
-2.3103448E+0     2.2758621E+0     2.9762457E+0     2.2993648E-2    -1.6436309E-3    -2.0456357E-3    -4.8200996E-1
-2.3103448E+0     2.5172414E+0     1.0000000E-2     2.1318857E-2    -1.6772754E-3    -1.8979864E-3    -5.1419037E-1
