 Log10[q2](GeV^2)  Log10[r2](GeV^2)     theta            G1              G2               G3               G4
 1.0344828E-1    -4.0000000E+0     1.6611819E-1     6.8084533E-1    -1.5658556E-2     6.1303870E-2    -2.3748465E-2
 1.0344828E-1    -4.0000000E+0     3.2223639E-1     6.8079824E-1    -1.7046672E-2     6.1293121E-2    -2.2548370E-2
 1.0344828E-1    -4.0000000E+0     4.7835458E-1     6.8069538E-1    -1.6398520E-2     6.1313259E-2    -2.2665651E-2
 1.0344828E-1    -4.0000000E+0     6.3447277E-1     6.8066290E-1    -2.0690128E-2     6.1293490E-2    -2.2842739E-2
 1.0344828E-1    -4.0000000E+0     7.9059097E-1     6.8050200E-1    -1.0939202E-2     6.1293536E-2    -2.3111041E-2
 1.0344828E-1    -4.0000000E+0     9.4670916E-1     6.8045043E-1    -3.2279853E-3     6.1245828E-2    -1.7964179E-2
 1.0344828E-1    -4.0000000E+0     1.1028274E+0     6.8025113E-1    -1.0988536E-2     6.1222733E-2    -1.8359813E-2
 1.0344828E-1    -4.0000000E+0     1.2589455E+0     6.8011578E-1    -2.1495011E-2     6.1198747E-2    -2.2251696E-2
 1.0344828E-1    -4.0000000E+0     1.4150637E+0     6.7979087E-1     1.8552045E-2     6.1169761E-2    -2.4169977E-2
 1.0344828E-1    -4.0000000E+0     1.5711819E+0     6.7933162E-1     9.9457884E-2     6.1147495E-2    -2.4755728E-2
 1.0344828E-1    -4.0000000E+0     1.7273001E+0     6.7938327E-1     5.5589126E-2     6.1103157E-2    -2.4019967E-2
 1.0344828E-1    -4.0000000E+0     1.8834183E+0     6.7944819E-1    -2.4926968E-2     6.1065840E-2    -2.2362580E-2
 1.0344828E-1    -4.0000000E+0     2.0395365E+0     6.7924641E-1    -6.4074664E-3     6.1027134E-2    -1.8546709E-2
 1.0344828E-1    -4.0000000E+0     2.1956547E+0     6.7917839E-1    -7.0703656E-3     6.0990928E-2    -1.7606232E-2
 1.0344828E-1    -4.0000000E+0     2.3517729E+0     6.7897054E-1    -4.0184452E-3     6.0985811E-2    -2.2599938E-2
 1.0344828E-1    -4.0000000E+0     2.5078911E+0     6.7890234E-1    -1.4006924E-2     6.0944892E-2    -2.2426851E-2
 1.0344828E-1    -4.0000000E+0     2.6640093E+0     6.7876486E-1    -1.1536259E-2     6.0927949E-2    -2.2270076E-2
 1.0344828E-1    -4.0000000E+0     2.8201275E+0     6.7872713E-1    -1.0299898E-2     6.0880652E-2    -2.2134853E-2
 1.0344828E-1    -4.0000000E+0     2.9762457E+0     6.7870018E-1    -1.0545016E-2     6.0874690E-2    -2.3105173E-2
 1.0344828E-1    -3.7586207E+0     1.0000000E-2     6.8167670E-1    -4.1295276E-5     6.1355135E-2    -2.3033695E-2
 1.0344828E-1    -3.7586207E+0     1.6611819E-1     6.8168272E-1    -6.0212210E-4     6.1365924E-2    -2.2766267E-2
 1.0344828E-1    -3.7586207E+0     3.2223639E-1     6.8162790E-1    -1.8103939E-3     6.1369813E-2    -2.2676481E-2
 1.0344828E-1    -3.7586207E+0     4.7835458E-1     6.8151621E-1    -1.2683524E-3     6.1369428E-2    -2.2527121E-2
 1.0344828E-1    -3.7586207E+0     6.3447277E-1     6.8140738E-1    -4.3755110E-3     6.1358480E-2    -2.2556497E-2
 1.0344828E-1    -3.7586207E+0     7.9059097E-1     6.8121179E-1     2.6030071E-3     6.1342856E-2    -2.2669690E-2
 1.0344828E-1    -3.7586207E+0     9.4670916E-1     6.8104182E-1     7.8937371E-3     6.1315084E-2    -2.1963329E-2
 1.0344828E-1    -3.7586207E+0     1.1028274E+0     6.8078252E-1     2.5209118E-3     6.1285437E-2    -2.2092661E-2
 1.0344828E-1    -3.7586207E+0     1.2589455E+0     6.8053534E-1    -4.7952077E-3     6.1250764E-2    -2.2386859E-2
 1.0344828E-1    -3.7586207E+0     1.4150637E+0     6.8018841E-1     2.2998411E-2     6.1210497E-2    -2.3113320E-2
 1.0344828E-1    -3.7586207E+0     1.5711819E+0     6.7977125E-1     7.9460411E-2     6.1167725E-2    -2.3876249E-2
 1.0344828E-1    -3.7586207E+0     1.7273001E+0     6.7958564E-1     4.9089363E-2     6.1120799E-2    -2.3084555E-2
 1.0344828E-1    -3.7586207E+0     1.8834183E+0     6.7940811E-1    -7.2761930E-3     6.1073515E-2    -2.2173572E-2
 1.0344828E-1    -3.7586207E+0     2.0395365E+0     6.7911511E-1     5.3126097E-3     6.1025083E-2    -2.1798535E-2
 1.0344828E-1    -3.7586207E+0     2.1956547E+0     6.7889587E-1     4.9645037E-3     6.0977739E-2    -2.1511467E-2
 1.0344828E-1    -3.7586207E+0     2.3517729E+0     6.7862887E-1     6.9834888E-3     6.0936727E-2    -2.2113466E-2
 1.0344828E-1    -3.7586207E+0     2.5078911E+0     6.7844726E-1     1.0018600E-4     6.0894068E-2    -2.1955627E-2
 1.0344828E-1    -3.7586207E+0     2.6640093E+0     6.7825852E-1     1.7494846E-3     6.0857672E-2    -2.1863782E-2
 1.0344828E-1    -3.7586207E+0     2.8201275E+0     6.7814382E-1     2.6388200E-3     6.0823181E-2    -2.1954460E-2
 1.0344828E-1    -3.7586207E+0     2.9762457E+0     6.7806449E-1     2.5763407E-3     6.0797840E-2    -2.2001240E-2
 1.0344828E-1    -3.5172414E+0     1.0000000E-2     6.8249437E-1     1.1294047E-2     6.1445199E-2    -2.2393437E-2
 1.0344828E-1    -3.5172414E+0     1.6611819E-1     6.8249465E-1     1.0830023E-2     6.1458669E-2    -2.2321895E-2
 1.0344828E-1    -3.5172414E+0     3.2223639E-1     6.8242681E-1     9.7929447E-3     6.1465410E-2    -2.2284329E-2
 1.0344828E-1    -3.5172414E+0     4.7835458E-1     6.8229338E-1     1.0224087E-2     6.1462547E-2    -2.2247276E-2
 1.0344828E-1    -3.5172414E+0     6.3447277E-1     6.8211757E-1     8.0676257E-3     6.1449262E-2    -2.2189963E-2
 1.0344828E-1    -3.5172414E+0     7.9059097E-1     6.8187108E-1     1.2846456E-2     6.1426174E-2    -2.2128646E-2
 1.0344828E-1    -3.5172414E+0     9.4670916E-1     6.8159732E-1     1.6282562E-2     6.1394414E-2    -2.2123079E-2
 1.0344828E-1    -3.5172414E+0     1.1028274E+0     6.8126126E-1     1.2743471E-2     6.1354167E-2    -2.1953374E-2
 1.0344828E-1    -3.5172414E+0     1.2589455E+0     6.8090406E-1     7.9030028E-3     6.1306541E-2    -2.1713999E-2
 1.0344828E-1    -3.5172414E+0     1.4150637E+0     6.8049366E-1     2.6231279E-2     6.1252727E-2    -2.2016491E-2
 1.0344828E-1    -3.5172414E+0     1.5711819E+0     6.8004682E-1     6.3708747E-2     6.1194524E-2    -2.2393806E-2
 1.0344828E-1    -3.5172414E+0     1.7273001E+0     6.7967554E-1     4.3742146E-2     6.1134008E-2    -2.1935282E-2
 1.0344828E-1    -3.5172414E+0     1.8834183E+0     6.7931001E-1     6.1698699E-3     6.1072058E-2    -2.1396331E-2
 1.0344828E-1    -3.5172414E+0     2.0395365E+0     6.7891499E-1     1.4241976E-2     6.1009748E-2    -2.1479932E-2
 1.0344828E-1    -3.5172414E+0     2.1956547E+0     6.7856343E-1     1.4112949E-2     6.0948569E-2    -2.1517830E-2
 1.0344828E-1    -3.5172414E+0     2.3517729E+0     6.7821971E-1     1.5368115E-2     6.0889861E-2    -2.1410946E-2
 1.0344828E-1    -3.5172414E+0     2.5078911E+0     6.7793662E-1     1.0865109E-2     6.0835560E-2    -2.1363826E-2
 1.0344828E-1    -3.5172414E+0     2.6640093E+0     6.7768734E-1     1.1897368E-2     6.0786475E-2    -2.1337450E-2
 1.0344828E-1    -3.5172414E+0     2.8201275E+0     6.7750497E-1     1.2504626E-2     6.0743575E-2    -2.1318571E-2
 1.0344828E-1    -3.5172414E+0     2.9762457E+0     6.7737943E-1     1.2588772E-2     6.0708471E-2    -2.1310978E-2
 1.0344828E-1    -3.2758621E+0     1.0000000E-2     6.8341897E-1     1.9549963E-2     6.1560769E-2    -2.1581072E-2
 1.0344828E-1    -3.2758621E+0     1.6611819E-1     6.8341625E-1     1.9157737E-2     6.1581764E-2    -2.1602745E-2
 1.0344828E-1    -3.2758621E+0     3.2223639E-1     6.8332921E-1     1.8278597E-2     6.1590478E-2    -2.1539336E-2
 1.0344828E-1    -3.2758621E+0     4.7835458E-1     6.8315998E-1     1.8596630E-2     6.1585090E-2    -2.1372027E-2
 1.0344828E-1    -3.2758621E+0     6.3447277E-1     6.8291640E-1     1.7179416E-2     6.1568154E-2    -2.1341562E-2
 1.0344828E-1    -3.2758621E+0     7.9059097E-1     6.8259777E-1     2.0264370E-2     6.1537627E-2    -2.1155512E-2
 1.0344828E-1    -3.2758621E+0     9.4670916E-1     6.8221861E-1     2.2333769E-2     6.1494190E-2    -2.0986922E-2
 1.0344828E-1    -3.2758621E+0     1.1028274E+0     6.8178001E-1     2.0145616E-2     6.1440555E-2    -2.0787468E-2
 1.0344828E-1    -3.2758621E+0     1.2589455E+0     6.8129852E-1     1.7152511E-2     6.1377347E-2    -2.0588261E-2
 1.0344828E-1    -3.2758621E+0     1.4150637E+0     6.8077836E-1     2.8442109E-2     6.1305648E-2    -2.0768490E-2
 1.0344828E-1    -3.2758621E+0     1.5711819E+0     6.8023302E-1     5.1709117E-2     6.1228459E-2    -2.1009733E-2
 1.0344828E-1    -3.2758621E+0     1.7273001E+0     6.7969423E-1     3.9452979E-2     6.1148567E-2    -2.0644641E-2
 1.0344828E-1    -3.2758621E+0     1.8834183E+0     6.7916086E-1     1.5980803E-2     6.1067213E-2    -2.0175421E-2
 1.0344828E-1    -3.2758621E+0     2.0395365E+0     6.7863809E-1     2.0757699E-2     6.0985143E-2    -2.0169947E-2
 1.0344828E-1    -3.2758621E+0     2.1956547E+0     6.7815046E-1     2.0764903E-2     6.0904671E-2    -2.0194147E-2
 1.0344828E-1    -3.2758621E+0     2.3517729E+0     6.7770183E-1     2.1481650E-2     6.0828588E-2    -2.0200050E-2
 1.0344828E-1    -3.2758621E+0     2.5078911E+0     6.7731181E-1     1.8728844E-2     6.0757259E-2    -2.0252372E-2
 1.0344828E-1    -3.2758621E+0     2.6640093E+0     6.7698379E-1     1.9317186E-2     6.0692077E-2    -2.0175965E-2
 1.0344828E-1    -3.2758621E+0     2.8201275E+0     6.7673130E-1     1.9700779E-2     6.0637061E-2    -2.0262352E-2
 1.0344828E-1    -3.2758621E+0     2.9762457E+0     6.7655775E-1     1.9898264E-2     6.0591141E-2    -2.0271151E-2
 1.0344828E-1    -3.0344828E+0     1.0000000E-2     6.8458650E-1     2.5242752E-2     6.1712837E-2    -2.0457332E-2
 1.0344828E-1    -3.0344828E+0     1.6611819E-1     6.8458267E-1     2.4900879E-2     6.1742493E-2    -2.0569517E-2
 1.0344828E-1    -3.0344828E+0     3.2223639E-1     6.8446940E-1     2.4161817E-2     6.1754658E-2    -2.0555466E-2
 1.0344828E-1    -3.0344828E+0     4.7835458E-1     6.8424908E-1     2.4367109E-2     6.1746446E-2    -2.0347415E-2
 1.0344828E-1    -3.0344828E+0     6.3447277E-1     6.8392684E-1     2.3499994E-2     6.1723296E-2    -2.0280305E-2
 1.0344828E-1    -3.0344828E+0     7.9059097E-1     6.8350975E-1     2.5329974E-2     6.1681637E-2    -2.0127858E-2
 1.0344828E-1    -3.0344828E+0     9.4670916E-1     6.8300739E-1     2.6442638E-2     6.1623382E-2    -1.9931318E-2
 1.0344828E-1    -3.0344828E+0     1.1028274E+0     6.8243146E-1     2.5193826E-2     6.1550515E-2    -1.9813335E-2
 1.0344828E-1    -3.0344828E+0     1.2589455E+0     6.8179530E-1     2.3506208E-2     6.1466637E-2    -1.9583577E-2
 1.0344828E-1    -3.0344828E+0     1.4150637E+0     6.8111424E-1     2.9822364E-2     6.1372523E-2    -1.9562420E-2
 1.0344828E-1    -3.0344828E+0     1.5711819E+0     6.8040451E-1     4.2967743E-2     6.1270389E-2    -1.9675054E-2
 1.0344828E-1    -3.0344828E+0     1.7273001E+0     6.7968298E-1     3.6127370E-2     6.1164656E-2    -1.9358032E-2
 1.0344828E-1    -3.0344828E+0     1.8834183E+0     6.7896763E-1     2.2726190E-2     6.1056285E-2    -1.9036009E-2
 1.0344828E-1    -3.0344828E+0     2.0395365E+0     6.7827641E-1     2.5236842E-2     6.0947915E-2    -1.9019779E-2
 1.0344828E-1    -3.0344828E+0     2.1956547E+0     6.7762635E-1     2.5310297E-2     6.0843479E-2    -1.8902172E-2
 1.0344828E-1    -3.0344828E+0     2.3517729E+0     6.7703396E-1     2.5670312E-2     6.0744045E-2    -1.8879906E-2
 1.0344828E-1    -3.0344828E+0     2.5078911E+0     6.7651422E-1     2.4132389E-2     6.0651297E-2    -1.8865700E-2
 1.0344828E-1    -3.0344828E+0     2.6640093E+0     6.7608032E-1     2.4418736E-2     6.0566399E-2    -1.8780573E-2
 1.0344828E-1    -3.0344828E+0     2.8201275E+0     6.7574353E-1     2.4630534E-2     6.0495447E-2    -1.8873682E-2
 1.0344828E-1    -3.0344828E+0     2.9762457E+0     6.7551222E-1     2.4910802E-2     6.0434523E-2    -1.8832916E-2
 1.0344828E-1    -2.7931034E+0     1.0000000E-2     6.8613306E-1     2.8888712E-2     6.1914147E-2    -1.9552395E-2
 1.0344828E-1    -2.7931034E+0     1.6611819E-1     6.8612913E-1     2.8579307E-2     6.1955094E-2    -1.9705092E-2
 1.0344828E-1    -2.7931034E+0     3.2223639E-1     6.8598172E-1     2.7957857E-2     6.1971465E-2    -1.9723820E-2
 1.0344828E-1    -2.7931034E+0     4.7835458E-1     6.8569380E-1     2.8053354E-2     6.1959886E-2    -1.9594106E-2
 1.0344828E-1    -2.7931034E+0     6.3447277E-1     6.8527190E-1     2.7569494E-2     6.1926859E-2    -1.9521088E-2
 1.0344828E-1    -2.7931034E+0     7.9059097E-1     6.8472497E-1     2.8516492E-2     6.1869235E-2    -1.9353147E-2
 1.0344828E-1    -2.7931034E+0     9.4670916E-1     6.8406546E-1     2.9004447E-2     6.1791456E-2    -1.9151047E-2
 1.0344828E-1    -2.7931034E+0     1.1028274E+0     6.8330831E-1     2.8354576E-2     6.1695787E-2    -1.8991828E-2
 1.0344828E-1    -2.7931034E+0     1.2589455E+0     6.8247106E-1     2.7516985E-2     6.1582818E-2    -1.8831401E-2
 1.0344828E-1    -2.7931034E+0     1.4150637E+0     6.8157298E-1     3.0563506E-2     6.1456992E-2    -1.8473938E-2
 1.0344828E-1    -2.7931034E+0     1.5711819E+0     6.8063576E-1     3.6990848E-2     6.1322269E-2    -1.8104581E-2
 1.0344828E-1    -2.7931034E+0     1.7273001E+0     6.7968295E-1     3.3670825E-2     6.1181566E-2    -1.8076409E-2
 1.0344828E-1    -2.7931034E+0     1.8834183E+0     6.7873734E-1     2.6975611E-2     6.1039006E-2    -1.8118279E-2
 1.0344828E-1    -2.7931034E+0     2.0395365E+0     6.7782200E-1     2.8056471E-2     6.0897573E-2    -1.7967162E-2
 1.0344828E-1    -2.7931034E+0     2.1956547E+0     6.7696052E-1     2.8139063E-2     6.0759187E-2    -1.7816442E-2
 1.0344828E-1    -2.7931034E+0     2.3517729E+0     6.7617481E-1     2.8280318E-2     6.0628731E-2    -1.7720613E-2
 1.0344828E-1    -2.7931034E+0     2.5078911E+0     6.7548521E-1     2.7516745E-2     6.0509303E-2    -1.7666888E-2
 1.0344828E-1    -2.7931034E+0     2.6640093E+0     6.7490932E-1     2.7611812E-2     6.0400323E-2    -1.7552460E-2
 1.0344828E-1    -2.7931034E+0     2.8201275E+0     6.7446233E-1     2.7697149E-2     6.0308207E-2    -1.7540310E-2
 1.0344828E-1    -2.7931034E+0     2.9762457E+0     6.7415556E-1     2.8032372E-2     6.0228746E-2    -1.7444202E-2
 1.0344828E-1    -2.5517241E+0     1.0000000E-2     6.8820406E-1     3.1004140E-2     6.2191535E-2    -1.9262900E-2
 1.0344828E-1    -2.5517241E+0     1.6611819E-1     6.8820034E-1     3.0712878E-2     6.2239734E-2    -1.9240008E-2
 1.0344828E-1    -2.5517241E+0     3.2223639E-1     6.8800934E-1     3.0181970E-2     6.2258530E-2    -1.9237797E-2
 1.0344828E-1    -2.5517241E+0     4.7835458E-1     6.8763461E-1     3.0173198E-2     6.2243736E-2    -1.9207779E-2
 1.0344828E-1    -2.5517241E+0     6.3447277E-1     6.8708376E-1     2.9928049E-2     6.2197103E-2    -1.9113499E-2
 1.0344828E-1    -2.5517241E+0     7.9059097E-1     6.8636845E-1     3.0297149E-2     6.2120436E-2    -1.8949212E-2
 1.0344828E-1    -2.5517241E+0     9.4670916E-1     6.8550451E-1     3.0414476E-2     6.2014894E-2    -1.8844351E-2
 1.0344828E-1    -2.5517241E+0     1.1028274E+0     6.8451075E-1     3.0094342E-2     6.1885057E-2    -1.8624149E-2
 1.0344828E-1    -2.5517241E+0     1.2589455E+0     6.8341029E-1     2.9737732E-2     6.1733462E-2    -1.8535066E-2
 1.0344828E-1    -2.5517241E+0     1.4150637E+0     6.8222764E-1     3.0856998E-2     6.1566041E-2    -1.8140577E-2
 1.0344828E-1    -2.5517241E+0     1.5711819E+0     6.8099096E-1     3.3284655E-2     6.1387225E-2    -1.7518594E-2
 1.0344828E-1    -2.5517241E+0     1.7273001E+0     6.7973219E-1     3.1988848E-2     6.1200568E-2    -1.7548121E-2
 1.0344828E-1    -2.5517241E+0     1.8834183E+0     6.7848100E-1     2.9298651E-2     6.1012227E-2    -1.7627007E-2
 1.0344828E-1    -2.5517241E+0     2.0395365E+0     6.7726776E-1     2.9593651E-2     6.0826520E-2    -1.7274720E-2
 1.0344828E-1    -2.5517241E+0     2.1956547E+0     6.7612487E-1     2.9641135E-2     6.0647069E-2    -1.7093109E-2
 1.0344828E-1    -2.5517241E+0     2.3517729E+0     6.7508135E-1     2.9657883E-2     6.0477994E-2    -1.6844207E-2
 1.0344828E-1    -2.5517241E+0     2.5078911E+0     6.7416487E-1     2.9322909E-2     6.0322134E-2    -1.6677914E-2
 1.0344828E-1    -2.5517241E+0     2.6640093E+0     6.7339944E-1     2.9306211E-2     6.0182034E-2    -1.6559944E-2
 1.0344828E-1    -2.5517241E+0     2.8201275E+0     6.7280519E-1     2.9303882E-2     6.0060309E-2    -1.6452989E-2
 1.0344828E-1    -2.5517241E+0     2.9762457E+0     6.7239788E-1     2.9668962E-2     5.9958394E-2    -1.6363901E-2
 1.0344828E-1    -2.3103448E+0     1.0000000E-2     6.9098687E-1     3.2105335E-2     6.2557001E-2    -1.9119030E-2
 1.0344828E-1    -2.3103448E+0     1.6611819E-1     6.9098532E-1     3.1821451E-2     6.2622213E-2    -1.9147919E-2
 1.0344828E-1    -2.3103448E+0     3.2223639E-1     6.9073980E-1     3.1349410E-2     6.2646588E-2    -1.9192503E-2
 1.0344828E-1    -2.3103448E+0     4.7835458E-1     6.9025415E-1     3.1244471E-2     6.2625721E-2    -1.9134774E-2
 1.0344828E-1    -2.3103448E+0     6.3447277E-1     6.8953819E-1     3.1115794E-2     6.2562449E-2    -1.9122491E-2
 1.0344828E-1    -2.3103448E+0     7.9059097E-1     6.8860600E-1     3.1145169E-2     6.2456517E-2    -1.9013417E-2
 1.0344828E-1    -2.3103448E+0     9.4670916E-1     6.8747723E-1     3.1068004E-2     6.2314556E-2    -1.8837949E-2
 1.0344828E-1    -2.3103448E+0     1.1028274E+0     6.8617620E-1     3.0879602E-2     6.2140397E-2    -1.8669149E-2
 1.0344828E-1    -2.3103448E+0     1.2589455E+0     6.8473155E-1     3.0721342E-2     6.1937949E-2    -1.8429589E-2
 1.0344828E-1    -2.3103448E+0     1.4150637E+0     6.8317593E-1     3.0894302E-2     6.1713440E-2    -1.8137663E-2
 1.0344828E-1    -2.3103448E+0     1.5711819E+0     6.8154612E-1     3.1355387E-2     6.1474007E-2    -1.7852774E-2
 1.0344828E-1    -2.3103448E+0     1.7273001E+0     6.7988244E-1     3.0986947E-2     6.1227109E-2    -1.7537972E-2
 1.0344828E-1    -2.3103448E+0     1.8834183E+0     6.7822559E-1     3.0264892E-2     6.0978911E-2    -1.7208595E-2
 1.0344828E-1    -2.3103448E+0     2.0395365E+0     6.7661676E-1     3.0225447E-2     6.0735031E-2    -1.6886023E-2
 1.0344828E-1    -2.3103448E+0     2.1956547E+0     6.7509822E-1     3.0206443E-2     6.0500388E-2    -1.6534540E-2
 1.0344828E-1    -2.3103448E+0     2.3517729E+0     6.7371026E-1     3.0149227E-2     6.0279841E-2    -1.6251798E-2
 1.0344828E-1    -2.3103448E+0     2.5078911E+0     6.7249029E-1     2.9991881E-2     6.0077147E-2    -1.6071661E-2
 1.0344828E-1    -2.3103448E+0     2.6640093E+0     6.7147076E-1     2.9911729E-2     5.9892398E-2    -1.5877484E-2
 1.0344828E-1    -2.3103448E+0     2.8201275E+0     6.7067957E-1     2.9853989E-2     5.9733476E-2    -1.5791491E-2
 1.0344828E-1    -2.3103448E+0     2.9762457E+0     6.7013776E-1     3.0226556E-2     5.9600390E-2    -1.5674165E-2
 1.0344828E-1    -2.0689655E+0     1.0000000E-2     6.9474379E-1     3.2708594E-2     6.3062210E-2    -1.9367832E-2
 1.0344828E-1    -2.0689655E+0     1.6611819E-1     6.9474705E-1     3.2424884E-2     6.3145385E-2    -1.9368463E-2
 1.0344828E-1    -2.0689655E+0     3.2223639E-1     6.9443433E-1     3.1975429E-2     6.3175094E-2    -1.9427213E-2
 1.0344828E-1    -2.0689655E+0     4.7835458E-1     6.9380965E-1     3.1785006E-2     6.3145386E-2    -1.9434478E-2
 1.0344828E-1    -2.0689655E+0     6.3447277E-1     6.9288404E-1     3.1672861E-2     6.3057927E-2    -1.9386683E-2
 1.0344828E-1    -2.0689655E+0     7.9059097E-1     6.9167519E-1     3.1533778E-2     6.2915085E-2    -1.9294374E-2
 1.0344828E-1    -2.0689655E+0     9.4670916E-1     6.9020694E-1     3.1360312E-2     6.2722636E-2    -1.9183454E-2
 1.0344828E-1    -2.0689655E+0     1.1028274E+0     6.8850927E-1     3.1176832E-2     6.2485561E-2    -1.9008497E-2
 1.0344828E-1    -2.0689655E+0     1.2589455E+0     6.8661786E-1     3.1020704E-2     6.2211117E-2    -1.8690028E-2
 1.0344828E-1    -2.0689655E+0     1.4150637E+0     6.8457560E-1     3.0866879E-2     6.1908681E-2    -1.8321081E-2
 1.0344828E-1    -2.0689655E+0     1.5711819E+0     6.8243005E-1     3.0709268E-2     6.1588150E-2    -1.7942285E-2
 1.0344828E-1    -2.0689655E+0     1.7273001E+0     6.8023159E-1     3.0570627E-2     6.1259810E-2    -1.7502425E-2
 1.0344828E-1    -2.0689655E+0     1.8834183E+0     6.7803553E-1     3.0443916E-2     6.0932586E-2    -1.7046827E-2
 1.0344828E-1    -2.0689655E+0     2.0395365E+0     6.7589926E-1     3.0328925E-2     6.0615089E-2    -1.6610100E-2
 1.0344828E-1    -2.0689655E+0     2.1956547E+0     6.7387885E-1     3.0224921E-2     6.0310882E-2    -1.6197356E-2
 1.0344828E-1    -2.0689655E+0     2.3517729E+0     6.7202950E-1     3.0100565E-2     6.0020760E-2    -1.5890494E-2
 1.0344828E-1    -2.0689655E+0     2.5078911E+0     6.7040206E-1     2.9964660E-2     5.9753399E-2    -1.5694821E-2
 1.0344828E-1    -2.0689655E+0     2.6640093E+0     6.6904154E-1     2.9838161E-2     5.9513334E-2    -1.5532932E-2
 1.0344828E-1    -2.0689655E+0     2.8201275E+0     6.6798588E-1     2.9750728E-2     5.9306098E-2    -1.5408242E-2
 1.0344828E-1    -2.0689655E+0     2.9762457E+0     6.6726380E-1     3.0111142E-2     5.9133267E-2    -1.5263937E-2
 1.0344828E-1    -1.8275862E+0     1.0000000E-2     6.9983757E-1     3.3310008E-2     6.3748494E-2    -1.9660086E-2
 1.0344828E-1    -1.8275862E+0     1.6611819E-1     6.9985235E-1     3.3022640E-2     6.3861399E-2    -1.9726224E-2
 1.0344828E-1    -1.8275862E+0     3.2223639E-1     6.9946041E-1     3.2557247E-2     6.3903691E-2    -1.9855257E-2
 1.0344828E-1    -1.8275862E+0     4.7835458E-1     6.9866500E-1     3.2294412E-2     6.3865421E-2    -1.9924341E-2
 1.0344828E-1    -1.8275862E+0     6.3447277E-1     6.9747871E-1     3.2117085E-2     6.3744971E-2    -1.9926245E-2
 1.0344828E-1    -1.8275862E+0     7.9059097E-1     6.9592174E-1     3.1906838E-2     6.3550835E-2    -1.9867948E-2
 1.0344828E-1    -1.8275862E+0     9.4670916E-1     6.9402257E-1     3.1664517E-2     6.3288008E-2    -1.9742337E-2
 1.0344828E-1    -1.8275862E+0     1.1028274E+0     6.9181734E-1     3.1420473E-2     6.2963654E-2    -1.9498992E-2
 1.0344828E-1    -1.8275862E+0     1.2589455E+0     6.8935125E-1     3.1167326E-2     6.2590667E-2    -1.9184746E-2
 1.0344828E-1    -1.8275862E+0     1.4150637E+0     6.8667708E-1     3.0929982E-2     6.2183044E-2    -1.8770161E-2
 1.0344828E-1    -1.8275862E+0     1.5711819E+0     6.8385420E-1     3.0750308E-2     6.1752181E-2    -1.8172407E-2
 1.0344828E-1    -1.8275862E+0     1.7273001E+0     6.8095194E-1     3.0559854E-2     6.1313690E-2    -1.7606483E-2
 1.0344828E-1    -1.8275862E+0     1.8834183E+0     6.7804251E-1     3.0386561E-2     6.0882399E-2    -1.7033136E-2
 1.0344828E-1    -1.8275862E+0     2.0395365E+0     6.7520190E-1     3.0256505E-2     6.0465514E-2    -1.6403966E-2
 1.0344828E-1    -1.8275862E+0     2.1956547E+0     6.7251078E-1     3.0057355E-2     6.0067101E-2    -1.6029017E-2
 1.0344828E-1    -1.8275862E+0     2.3517729E+0     6.7004262E-1     2.9840459E-2     5.9689754E-2    -1.5774351E-2
 1.0344828E-1    -1.8275862E+0     2.5078911E+0     6.6786705E-1     2.9653649E-2     5.9340884E-2    -1.5541675E-2
 1.0344828E-1    -1.8275862E+0     2.6640093E+0     6.6604659E-1     2.9478081E-2     5.9029874E-2    -1.5364944E-2
 1.0344828E-1    -1.8275862E+0     2.8201275E+0     6.6463323E-1     2.9371640E-2     5.8759424E-2    -1.5164843E-2
 1.0344828E-1    -1.8275862E+0     2.9762457E+0     6.6366886E-1     2.9707082E-2     5.8534927E-2    -1.4991031E-2
 1.0344828E-1    -1.5862069E+0     1.0000000E-2     7.0677870E-1     3.4166809E-2     6.4711022E-2    -2.0108256E-2
 1.0344828E-1    -1.5862069E+0     1.6611819E-1     7.0681644E-1     3.3876072E-2     6.4862477E-2    -2.0217314E-2
 1.0344828E-1    -1.5862069E+0     3.2223639E-1     7.0633545E-1     3.3387462E-2     6.4919934E-2    -2.0402911E-2
 1.0344828E-1    -1.5862069E+0     4.7835458E-1     7.0533750E-1     3.3021798E-2     6.4868564E-2    -2.0564956E-2
 1.0344828E-1    -1.5862069E+0     6.3447277E-1     7.0383466E-1     3.2758406E-2     6.4708461E-2    -2.0638546E-2
 1.0344828E-1    -1.5862069E+0     7.9059097E-1     7.0184954E-1     3.2457163E-2     6.4445438E-2    -2.0612761E-2
 1.0344828E-1    -1.5862069E+0     9.4670916E-1     6.9941397E-1     3.2114468E-2     6.4086140E-2    -2.0480934E-2
 1.0344828E-1    -1.5862069E+0     1.1028274E+0     6.9657076E-1     3.1756170E-2     6.3646721E-2    -2.0233587E-2
 1.0344828E-1    -1.5862069E+0     1.2589455E+0     6.9337318E-1     3.1398736E-2     6.3141033E-2    -1.9854667E-2
 1.0344828E-1    -1.5862069E+0     1.4150637E+0     6.8988634E-1     3.1055377E-2     6.2587177E-2    -1.9356864E-2
 1.0344828E-1    -1.5862069E+0     1.5711819E+0     6.8618455E-1     3.0775341E-2     6.2005734E-2    -1.8658306E-2
 1.0344828E-1    -1.5862069E+0     1.7273001E+0     6.8235704E-1     3.0534651E-2     6.1418575E-2    -1.7869488E-2
