 Log10[q2](GeV^2)  Log10[r2](GeV^2)     theta            G1              G2               G3               G4
-3.5172414E+0     3.4482759E-1     1.6611819E-1     7.8456354E-1     4.0774936E-2     7.7974287E-2    -3.7917507E-2
-3.5172414E+0     3.4482759E-1     3.2223639E-1     7.8453740E-1     4.0327348E-2     7.7993794E-2    -3.7884949E-2
-3.5172414E+0     3.4482759E-1     4.7835458E-1     7.8445887E-1     4.0241651E-2     7.8003513E-2    -3.7897515E-2
-3.5172414E+0     3.4482759E-1     6.3447277E-1     7.8432966E-1     4.0186231E-2     7.8000353E-2    -3.7952280E-2
-3.5172414E+0     3.4482759E-1     7.9059097E-1     7.8415270E-1     4.0145391E-2     7.7985168E-2    -3.7940948E-2
-3.5172414E+0     3.4482759E-1     9.4670916E-1     7.8393207E-1     4.0111744E-2     7.7958325E-2    -3.7882467E-2
-3.5172414E+0     3.4482759E-1     1.1028274E+0     7.8367292E-1     4.0086626E-2     7.7920763E-2    -3.7781064E-2
-3.5172414E+0     3.4482759E-1     1.2589455E+0     7.8338138E-1     3.9977494E-2     7.7872897E-2    -3.7891647E-2
-3.5172414E+0     3.4482759E-1     1.4150637E+0     7.8306437E-1     3.9855755E-2     7.7816653E-2    -3.8036861E-2
-3.5172414E+0     3.4482759E-1     1.5711819E+0     7.8272947E-1     3.9779478E-2     7.7753708E-2    -3.8068984E-2
-3.5172414E+0     3.4482759E-1     1.7273001E+0     7.8238482E-1     3.9717480E-2     7.7684985E-2    -3.8056216E-2
-3.5172414E+0     3.4482759E-1     1.8834183E+0     7.8203883E-1     3.9715612E-2     7.7612789E-2    -3.7894849E-2
-3.5172414E+0     3.4482759E-1     2.0395365E+0     7.8170006E-1     3.9709909E-2     7.7538647E-2    -3.7768913E-2
-3.5172414E+0     3.4482759E-1     2.1956547E+0     7.8137695E-1     3.9628773E-2     7.7463559E-2    -3.7860778E-2
-3.5172414E+0     3.4482759E-1     2.3517729E+0     7.8107754E-1     3.9557502E-2     7.7389782E-2    -3.7931840E-2
-3.5172414E+0     3.4482759E-1     2.5078911E+0     7.8080935E-1     3.9507935E-2     7.7319053E-2    -3.7951994E-2
-3.5172414E+0     3.4482759E-1     2.6640093E+0     7.8057913E-1     3.9506792E-2     7.7253079E-2    -3.7890531E-2
-3.5172414E+0     3.4482759E-1     2.8201275E+0     7.8039269E-1     3.9555003E-2     7.7192140E-2    -3.7879012E-2
-3.5172414E+0     3.4482759E-1     2.9762457E+0     7.8025476E-1     3.9950967E-2     7.7141211E-2    -3.7908673E-2
-3.5172414E+0     5.8620690E-1     1.0000000E-2     8.7550203E-1     5.0972939E-2     1.0544387E-1    -7.6453704E-2
-3.5172414E+0     5.8620690E-1     1.6611819E-1     8.7556449E-1     5.1123627E-2     1.0548913E-1    -7.6086408E-2
-3.5172414E+0     5.8620690E-1     3.2223639E-1     8.7559722E-1     5.1041091E-2     1.0551879E-1    -7.5952135E-2
-3.5172414E+0     5.8620690E-1     4.7835458E-1     8.7559935E-1     5.0900006E-2     1.0553226E-1    -7.5974265E-2
-3.5172414E+0     5.8620690E-1     6.3447277E-1     8.7557073E-1     5.0902602E-2     1.0553070E-1    -7.5901205E-2
-3.5172414E+0     5.8620690E-1     7.9059097E-1     8.7551195E-1     5.0868984E-2     1.0551246E-1    -7.5900969E-2
-3.5172414E+0     5.8620690E-1     9.4670916E-1     8.7542430E-1     5.0857807E-2     1.0547988E-1    -7.5775951E-2
-3.5172414E+0     5.8620690E-1     1.1028274E+0     8.7530979E-1     5.0850874E-2     1.0543259E-1    -7.5635250E-2
-3.5172414E+0     5.8620690E-1     1.2589455E+0     8.7517108E-1     5.0743445E-2     1.0537157E-1    -7.5743302E-2
-3.5172414E+0     5.8620690E-1     1.4150637E+0     8.7501137E-1     5.0879853E-2     1.0529979E-1    -7.5180090E-2
-3.5172414E+0     5.8620690E-1     1.5711819E+0     8.7483452E-1     5.1073597E-2     1.0521859E-1    -7.4459429E-2
-3.5172414E+0     5.8620690E-1     1.7273001E+0     8.7464490E-1     5.0852224E-2     1.0512914E-1    -7.4860245E-2
-3.5172414E+0     5.8620690E-1     1.8834183E+0     8.7444703E-1     5.0645116E-2     1.0503437E-1    -7.5229784E-2
-3.5172414E+0     5.8620690E-1     2.0395365E+0     8.7424572E-1     5.0709901E-2     1.0493707E-1    -7.4867421E-2
-3.5172414E+0     5.8620690E-1     2.1956547E+0     8.7404605E-1     5.0673623E-2     1.0483810E-1    -7.4780961E-2
-3.5172414E+0     5.8620690E-1     2.3517729E+0     8.7385296E-1     5.0648015E-2     1.0473998E-1    -7.4703431E-2
-3.5172414E+0     5.8620690E-1     2.5078911E+0     8.7367128E-1     5.0656462E-2     1.0464626E-1    -7.4525272E-2
-3.5172414E+0     5.8620690E-1     2.6640093E+0     8.7350560E-1     5.0613979E-2     1.0455731E-1    -7.4459011E-2
-3.5172414E+0     5.8620690E-1     2.8201275E+0     8.7336005E-1     5.0665871E-2     1.0447707E-1    -7.4332983E-2
-3.5172414E+0     5.8620690E-1     2.9762457E+0     8.7323830E-1     5.0421231E-2     1.0440594E-1    -7.4404455E-2
-3.5172414E+0     8.2758621E-1     1.0000000E-2     9.3093463E-1     6.0733856E-2     1.4566039E-1    -1.3375128E-1
-3.5172414E+0     8.2758621E-1     1.6611819E-1     9.3101942E-1     6.1239713E-2     1.4570958E-1    -1.3418739E-1
-3.5172414E+0     8.2758621E-1     3.2223639E-1     9.3109032E-1     6.1868484E-2     1.4574816E-1    -1.3424037E-1
-3.5172414E+0     8.2758621E-1     4.7835458E-1     9.3114566E-1     6.2218492E-2     1.4577177E-1    -1.3435445E-1
-3.5172414E+0     8.2758621E-1     6.3447277E-1     9.3118408E-1     6.2230990E-2     1.4577959E-1    -1.3436542E-1
-3.5172414E+0     8.2758621E-1     7.9059097E-1     9.3120469E-1     6.2202043E-2     1.4577132E-1    -1.3431000E-1
-3.5172414E+0     8.2758621E-1     9.4670916E-1     9.3120697E-1     6.2159721E-2     1.4574658E-1    -1.3435351E-1
-3.5172414E+0     8.2758621E-1     1.1028274E+0     9.3119089E-1     6.2094410E-2     1.4570681E-1    -1.3441255E-1
-3.5172414E+0     8.2758621E-1     1.2589455E+0     9.3115682E-1     6.2097018E-2     1.4565333E-1    -1.3425816E-1
-3.5172414E+0     8.2758621E-1     1.4150637E+0     9.3110562E-1     6.1865328E-2     1.4558681E-1    -1.3472104E-1
-3.5172414E+0     8.2758621E-1     1.5711819E+0     9.3103849E-1     6.1615509E-2     1.4550924E-1    -1.3521827E-1
-3.5172414E+0     8.2758621E-1     1.7273001E+0     9.3095699E-1     6.1801925E-2     1.4542316E-1    -1.3453703E-1
-3.5172414E+0     8.2758621E-1     1.8834183E+0     9.3086315E-1     6.1997440E-2     1.4533002E-1    -1.3382922E-1
-3.5172414E+0     8.2758621E-1     2.0395365E+0     9.3075927E-1     6.1944499E-2     1.4523166E-1    -1.3378988E-1
-3.5172414E+0     8.2758621E-1     2.1956547E+0     9.3064781E-1     6.1964832E-2     1.4513109E-1    -1.3354852E-1
-3.5172414E+0     8.2758621E-1     2.3517729E+0     9.3053151E-1     6.1973070E-2     1.4503042E-1    -1.3334203E-1
-3.5172414E+0     8.2758621E-1     2.5078911E+0     9.3041317E-1     6.1955199E-2     1.4493126E-1    -1.3326078E-1
-3.5172414E+0     8.2758621E-1     2.6640093E+0     9.3029566E-1     6.1962656E-2     1.4483656E-1    -1.3314339E-1
-3.5172414E+0     8.2758621E-1     2.8201275E+0     9.3018185E-1     6.1852647E-2     1.4474879E-1    -1.3294095E-1
-3.5172414E+0     8.2758621E-1     2.9762457E+0     9.3007451E-1     6.1104360E-2     1.4467027E-1    -1.3284099E-1
-3.5172414E+0     1.0689655E+0     1.0000000E-2     9.6407778E-1     7.0806630E-2     1.9086279E-1    -2.0527789E-1
-3.5172414E+0     1.0689655E+0     1.6611819E-1     9.6416616E-1     7.1361655E-2     1.9092119E-1    -2.0469376E-1
-3.5172414E+0     1.0689655E+0     3.2223639E-1     9.6424590E-1     7.1182953E-2     1.9096461E-1    -2.0474842E-1
-3.5172414E+0     1.0689655E+0     4.7835458E-1     9.6431510E-1     7.1092231E-2     1.9099547E-1    -2.0477409E-1
-3.5172414E+0     1.0689655E+0     6.3447277E-1     9.6437211E-1     7.1099906E-2     1.9101324E-1    -2.0480902E-1
-3.5172414E+0     1.0689655E+0     7.9059097E-1     9.6441560E-1     7.1126093E-2     1.9101674E-1    -2.0473798E-1
-3.5172414E+0     1.0689655E+0     9.4670916E-1     9.6444457E-1     7.1129566E-2     1.9100679E-1    -2.0468499E-1
-3.5172414E+0     1.0689655E+0     1.1028274E+0     9.6445834E-1     7.1054876E-2     1.9098390E-1    -2.0479875E-1
-3.5172414E+0     1.0689655E+0     1.2589455E+0     9.6445655E-1     7.0990228E-2     1.9094814E-1    -2.0487337E-1
-3.5172414E+0     1.0689655E+0     1.4150637E+0     9.6443923E-1     7.1075060E-2     1.9090012E-1    -2.0454391E-1
-3.5172414E+0     1.0689655E+0     1.5711819E+0     9.6440682E-1     7.1164855E-2     1.9084139E-1    -2.0418116E-1
-3.5172414E+0     1.0689655E+0     1.7273001E+0     9.6436011E-1     7.1072773E-2     1.9077372E-1    -2.0429260E-1
-3.5172414E+0     1.0689655E+0     1.8834183E+0     9.6430020E-1     7.0973609E-2     1.9069841E-1    -2.0441039E-1
-3.5172414E+0     1.0689655E+0     2.0395365E+0     9.6422850E-1     7.1026789E-2     1.9061689E-1    -2.0412333E-1
-3.5172414E+0     1.0689655E+0     2.1956547E+0     9.6414675E-1     7.1088205E-2     1.9053137E-1    -2.0381667E-1
-3.5172414E+0     1.0689655E+0     2.3517729E+0     9.6405691E-1     7.1079024E-2     1.9044438E-1    -2.0369161E-1
-3.5172414E+0     1.0689655E+0     2.5078911E+0     9.6396112E-1     7.1037149E-2     1.9035776E-1    -2.0361497E-1
-3.5172414E+0     1.0689655E+0     2.6640093E+0     9.6386168E-1     7.1057644E-2     1.9027278E-1    -2.0346261E-1
-3.5172414E+0     1.0689655E+0     2.8201275E+0     9.6376101E-1     7.1108292E-2     1.9019220E-1    -2.0335468E-1
-3.5172414E+0     1.0689655E+0     2.9762457E+0     9.6366153E-1     7.0277797E-2     1.9011780E-1    -2.0325947E-1
-3.5172414E+0     1.3103448E+0     1.0000000E-2     9.9434706E-1     7.6886720E-2     2.3439222E-1    -2.7085437E-1
-3.5172414E+0     1.3103448E+0     1.6611819E-1     9.9442025E-1     7.7337920E-2     2.3443593E-1    -2.7135851E-1
-3.5172414E+0     1.3103448E+0     3.2223639E-1     9.9448509E-1     7.8842252E-2     2.3447356E-1    -2.7132154E-1
-3.5172414E+0     1.3103448E+0     4.7835458E-1     9.9454005E-1     7.8875265E-2     2.3450135E-1    -2.7137218E-1
-3.5172414E+0     1.3103448E+0     6.3447277E-1     9.9458386E-1     7.8840466E-2     2.3451847E-1    -2.7139101E-1
-3.5172414E+0     1.3103448E+0     7.9059097E-1     9.9461550E-1     7.8870698E-2     2.3452473E-1    -2.7142546E-1
-3.5172414E+0     1.3103448E+0     9.4670916E-1     9.9463424E-1     7.8874618E-2     2.3451999E-1    -2.7141508E-1
-3.5172414E+0     1.3103448E+0     1.1028274E+0     9.9463968E-1     7.8884357E-2     2.3450430E-1    -2.7135631E-1
-3.5172414E+0     1.3103448E+0     1.2589455E+0     9.9463170E-1     7.8911039E-2     2.3447843E-1    -2.7122940E-1
-3.5172414E+0     1.3103448E+0     1.4150637E+0     9.9461052E-1     7.8797755E-2     2.3444282E-1    -2.7146599E-1
-3.5172414E+0     1.3103448E+0     1.5711819E+0     9.9457665E-1     7.8675727E-2     2.3439834E-1    -2.7170466E-1
-3.5172414E+0     1.3103448E+0     1.7273001E+0     9.9453087E-1     7.8781418E-2     2.3434636E-1    -2.7132118E-1
-3.5172414E+0     1.3103448E+0     1.8834183E+0     9.9447427E-1     7.8885768E-2     2.3428782E-1    -2.7093857E-1
-3.5172414E+0     1.3103448E+0     2.0395365E+0     9.9440819E-1     7.8844885E-2     2.3422412E-1    -2.7092733E-1
-3.5172414E+0     1.3103448E+0     2.1956547E+0     9.9433419E-1     7.8820457E-2     2.3415694E-1    -2.7085887E-1
-3.5172414E+0     1.3103448E+0     2.3517729E+0     9.9425401E-1     7.8802310E-2     2.3408755E-1    -2.7075698E-1
-3.5172414E+0     1.3103448E+0     2.5078911E+0     9.9416955E-1     7.8760170E-2     2.3401768E-1    -2.7062559E-1
-3.5172414E+0     1.3103448E+0     2.6640093E+0     9.9408282E-1     7.8786647E-2     2.3394898E-1    -2.7053081E-1
-3.5172414E+0     1.3103448E+0     2.8201275E+0     9.9399591E-1     7.8958174E-2     2.3388299E-1    -2.7041413E-1
-3.5172414E+0     1.3103448E+0     2.9762457E+0     9.9391091E-1     7.8257964E-2     2.3382142E-1    -2.7042013E-1
-3.5172414E+0     1.5517241E+0     1.0000000E-2     1.0291036E+0     8.2768536E-2     2.7372187E-1    -3.3966901E-1
-3.5172414E+0     1.5517241E+0     1.6611819E-1     1.0291533E+0     8.3086232E-2     2.7377134E-1    -3.3219154E-1
-3.5172414E+0     1.5517241E+0     3.2223639E-1     1.0291973E+0     8.4636043E-2     2.7379815E-1    -3.3215559E-1
-3.5172414E+0     1.5517241E+0     4.7835458E-1     1.0292345E+0     8.4891364E-2     2.7381853E-1    -3.3221358E-1
-3.5172414E+0     1.5517241E+0     6.3447277E-1     1.0292641E+0     8.4857903E-2     2.7383253E-1    -3.3219626E-1
-3.5172414E+0     1.5517241E+0     7.9059097E-1     1.0292853E+0     8.4880356E-2     2.7383950E-1    -3.3219913E-1
-3.5172414E+0     1.5517241E+0     9.4670916E-1     1.0292976E+0     8.4902778E-2     2.7383954E-1    -3.3213730E-1
-3.5172414E+0     1.5517241E+0     1.1028274E+0     1.0293008E+0     8.4909212E-2     2.7383260E-1    -3.3211255E-1
-3.5172414E+0     1.5517241E+0     1.2589455E+0     1.0292948E+0     8.4918093E-2     2.7381894E-1    -3.3207265E-1
-3.5172414E+0     1.5517241E+0     1.4150637E+0     1.0292798E+0     8.4864007E-2     2.7379890E-1    -3.3217237E-1
-3.5172414E+0     1.5517241E+0     1.5711819E+0     1.0292562E+0     8.4806385E-2     2.7377294E-1    -3.3226832E-1
-3.5172414E+0     1.5517241E+0     1.7273001E+0     1.0292244E+0     8.4852272E-2     2.7374176E-1    -3.3208649E-1
-3.5172414E+0     1.5517241E+0     1.8834183E+0     1.0291854E+0     8.4891540E-2     2.7370604E-1    -3.3189598E-1
-3.5172414E+0     1.5517241E+0     2.0395365E+0     1.0291399E+0     8.4866175E-2     2.7366665E-1    -3.3185323E-1
-3.5172414E+0     1.5517241E+0     2.1956547E+0     1.0290891E+0     8.4845697E-2     2.7362454E-1    -3.3180254E-1
-3.5172414E+0     1.5517241E+0     2.3517729E+0     1.0290342E+0     8.4802438E-2     2.7358064E-1    -3.3179168E-1
-3.5172414E+0     1.5517241E+0     2.5078911E+0     1.0289765E+0     8.4767975E-2     2.7353602E-1    -3.3174192E-1
-3.5172414E+0     1.5517241E+0     2.6640093E+0     1.0289173E+0     8.4760390E-2     2.7349162E-1    -3.3168093E-1
-3.5172414E+0     1.5517241E+0     2.8201275E+0     1.0288581E+0     8.4602946E-2     2.7344855E-1    -3.3165052E-1
-3.5172414E+0     1.5517241E+0     2.9762457E+0     1.0288003E+0     8.4131893E-2     2.7340774E-1    -3.3162518E-1
-3.5172414E+0     1.7931034E+0     1.0000000E-2     1.0689068E+0     9.3327972E-2     3.0934959E-1    -3.9086765E-1
-3.5172414E+0     1.7931034E+0     1.6611819E-1     1.0689318E+0     9.3520964E-2     3.0937918E-1    -3.8531606E-1
-3.5172414E+0     1.7931034E+0     3.2223639E-1     1.0689524E+0     9.1110500E-2     3.0939441E-1    -3.8564697E-1
-3.5172414E+0     1.7931034E+0     4.7835458E-1     1.0689681E+0     9.0416786E-2     3.0940329E-1    -3.8569322E-1
-3.5172414E+0     1.7931034E+0     6.3447277E-1     1.0689784E+0     9.0391939E-2     3.0940786E-1    -3.8560650E-1
-3.5172414E+0     1.7931034E+0     7.9059097E-1     1.0689832E+0     9.0367027E-2     3.0940821E-1    -3.8561356E-1
-3.5172414E+0     1.7931034E+0     9.4670916E-1     1.0689822E+0     9.0331585E-2     3.0940438E-1    -3.8557676E-1
-3.5172414E+0     1.7931034E+0     1.1028274E+0     1.0689756E+0     9.0332119E-2     3.0939645E-1    -3.8551023E-1
-3.5172414E+0     1.7931034E+0     1.2589455E+0     1.0689635E+0     9.0350865E-2     3.0938467E-1    -3.8547630E-1
-3.5172414E+0     1.7931034E+0     1.4150637E+0     1.0689462E+0     9.0303327E-2     3.0936930E-1    -3.8555940E-1
-3.5172414E+0     1.7931034E+0     1.5711819E+0     1.0689241E+0     9.0257905E-2     3.0935071E-1    -3.8561888E-1
-3.5172414E+0     1.7931034E+0     1.7273001E+0     1.0688977E+0     9.0291002E-2     3.0932940E-1    -3.8549790E-1
-3.5172414E+0     1.7931034E+0     1.8834183E+0     1.0688677E+0     9.0329728E-2     3.0930584E-1    -3.8535270E-1
-3.5172414E+0     1.7931034E+0     2.0395365E+0     1.0688347E+0     9.0308226E-2     3.0928060E-1    -3.8532782E-1
-3.5172414E+0     1.7931034E+0     2.1956547E+0     1.0687997E+0     9.0281182E-2     3.0925428E-1    -3.8534322E-1
-3.5172414E+0     1.7931034E+0     2.3517729E+0     1.0687634E+0     9.0325411E-2     3.0922750E-1    -3.8532850E-1
-3.5172414E+0     1.7931034E+0     2.5078911E+0     1.0687267E+0     9.0286016E-2     3.0920090E-1    -3.8529159E-1
-3.5172414E+0     1.7931034E+0     2.6640093E+0     1.0686905E+0     9.0366248E-2     3.0917511E-1    -3.8531667E-1
-3.5172414E+0     1.7931034E+0     2.8201275E+0     1.0686556E+0     9.1192448E-2     3.0915046E-1    -3.8529598E-1
-3.5172414E+0     1.7931034E+0     2.9762457E+0     1.0686231E+0     9.0619633E-2     3.0912553E-1    -3.8492037E-1
-3.5172414E+0     2.0344828E+0     1.0000000E-2     1.1067804E+0     1.0000947E-1     3.3868526E-1    -4.3356358E-1
-3.5172414E+0     2.0344828E+0     1.6611819E-1     1.1067942E+0     1.0011927E-1     3.3870779E-1    -4.2968335E-1
-3.5172414E+0     2.0344828E+0     3.2223639E-1     1.1068047E+0     9.6464021E-2     3.3872022E-1    -4.2928073E-1
-3.5172414E+0     2.0344828E+0     4.7835458E-1     1.1068118E+0     9.5535266E-2     3.3872459E-1    -4.2935453E-1
-3.5172414E+0     2.0344828E+0     6.3447277E-1     1.1068153E+0     9.5319121E-2     3.3872606E-1    -4.2938368E-1
-3.5172414E+0     2.0344828E+0     7.9059097E-1     1.1068150E+0     9.5295275E-2     3.3872501E-1    -4.2932645E-1
-3.5172414E+0     2.0344828E+0     9.4670916E-1     1.1068109E+0     9.5302857E-2     3.3872127E-1    -4.2932220E-1
-3.5172414E+0     2.0344828E+0     1.1028274E+0     1.1068033E+0     9.5330531E-2     3.3871505E-1    -4.2921783E-1
-3.5172414E+0     2.0344828E+0     1.2589455E+0     1.1067922E+0     9.5315792E-2     3.3870650E-1    -4.2926248E-1
-3.5172414E+0     2.0344828E+0     1.4150637E+0     1.1067779E+0     9.5368744E-2     3.3869580E-1    -4.2913262E-1
-3.5172414E+0     2.0344828E+0     1.5711819E+0     1.1067608E+0     9.5444057E-2     3.3868324E-1    -4.2892056E-1
-3.5172414E+0     2.0344828E+0     1.7273001E+0     1.1067412E+0     9.5364532E-2     3.3866919E-1    -4.2909252E-1
-3.5172414E+0     2.0344828E+0     1.8834183E+0     1.1067197E+0     9.5307021E-2     3.3865393E-1    -4.2918747E-1
-3.5172414E+0     2.0344828E+0     2.0395365E+0     1.1066968E+0     9.5303996E-2     3.3863779E-1    -4.2910683E-1
-3.5172414E+0     2.0344828E+0     2.1956547E+0     1.1066730E+0     9.5250867E-2     3.3862119E-1    -4.2917880E-1
-3.5172414E+0     2.0344828E+0     2.3517729E+0     1.1066490E+0     9.5217742E-2     3.3860452E-1    -4.2915261E-1
-3.5172414E+0     2.0344828E+0     2.5078911E+0     1.1066252E+0     9.5164408E-2     3.3858808E-1    -4.2918875E-1
-3.5172414E+0     2.0344828E+0     2.6640093E+0     1.1066022E+0     9.5318541E-2     3.3857246E-1    -4.2912858E-1
-3.5172414E+0     2.0344828E+0     2.8201275E+0     1.1065807E+0     9.5380474E-2     3.3855766E-1    -4.2906004E-1
-3.5172414E+0     2.0344828E+0     2.9762457E+0     1.1065612E+0     9.4207855E-2     3.3853860E-1    -4.2944634E-1
-3.5172414E+0     2.2758621E+0     1.0000000E-2     1.1438928E+0     1.0033587E-1     3.6467523E-1    -4.7253691E-1
-3.5172414E+0     2.2758621E+0     1.6611819E-1     1.1439008E+0     1.0044141E-1     3.6468259E-1    -4.6790954E-1
-3.5172414E+0     2.2758621E+0     3.2223639E-1     1.1439066E+0     1.0188121E-1     3.6468621E-1    -4.6771630E-1
-3.5172414E+0     2.2758621E+0     4.7835458E-1     1.1439101E+0     1.0103089E-1     3.6468832E-1    -4.6732996E-1
-3.5172414E+0     2.2758621E+0     6.3447277E-1     1.1439112E+0     1.0048951E-1     3.6468893E-1    -4.6722860E-1
-3.5172414E+0     2.2758621E+0     7.9059097E-1     1.1439099E+0     1.0038708E-1     3.6468785E-1    -4.6722646E-1
-3.5172414E+0     2.2758621E+0     9.4670916E-1     1.1439062E+0     1.0042267E-1     3.6468514E-1    -4.6705005E-1
-3.5172414E+0     2.2758621E+0     1.1028274E+0     1.1439003E+0     1.0032638E-1     3.6468084E-1    -4.6705908E-1
-3.5172414E+0     2.2758621E+0     1.2589455E+0     1.1438921E+0     1.0022975E-1     3.6467520E-1    -4.6715356E-1
-3.5172414E+0     2.2758621E+0     1.4150637E+0     1.1438820E+0     1.0018256E-1     3.6466827E-1    -4.6726955E-1
-3.5172414E+0     2.2758621E+0     1.5711819E+0     1.1438702E+0     1.0015120E-1     3.6466019E-1    -4.6734615E-1
-3.5172414E+0     2.2758621E+0     1.7273001E+0     1.1438569E+0     1.0018557E-1     3.6465123E-1    -4.6724506E-1
-3.5172414E+0     2.2758621E+0     1.8834183E+0     1.1438425E+0     1.0021172E-1     3.6464152E-1    -4.6710521E-1
-3.5172414E+0     2.2758621E+0     2.0395365E+0     1.1438274E+0     1.0023762E-1     3.6463135E-1    -4.6698710E-1
-3.5172414E+0     2.2758621E+0     2.1956547E+0     1.1438119E+0     1.0024226E-1     3.6462103E-1    -4.6695844E-1
-3.5172414E+0     2.2758621E+0     2.3517729E+0     1.1437963E+0     1.0006208E-1     3.6461069E-1    -4.6711213E-1
-3.5172414E+0     2.2758621E+0     2.5078911E+0     1.1437812E+0     9.9994364E-2     3.6460057E-1    -4.6710696E-1
-3.5172414E+0     2.2758621E+0     2.6640093E+0     1.1437667E+0     1.0024303E-1     3.6459094E-1    -4.6717419E-1
-3.5172414E+0     2.2758621E+0     2.8201275E+0     1.1437534E+0     9.9968741E-2     3.6458213E-1    -4.6759418E-1
-3.5172414E+0     2.2758621E+0     2.9762457E+0     1.1437415E+0     9.9841734E-2     3.6457438E-1    -4.6775521E-1
-3.5172414E+0     2.5172414E+0     1.0000000E-2     1.1785739E+0     1.0956079E-1     3.8789701E-1    -5.1906528E-1
-3.5172414E+0     2.5172414E+0     1.6611819E-1     1.1785795E+0     1.0963955E-1     3.8791662E-1    -5.0015948E-1
-3.5172414E+0     2.5172414E+0     3.2223639E-1     1.1785835E+0     1.0780869E-1     3.8791939E-1    -5.0009779E-1
-3.5172414E+0     2.5172414E+0     4.7835458E-1     1.1785858E+0     1.0576213E-1     3.8792071E-1    -5.0020335E-1
-3.5172414E+0     2.5172414E+0     6.3447277E-1     1.1785864E+0     1.0533734E-1     3.8792099E-1    -5.0017155E-1
-3.5172414E+0     2.5172414E+0     7.9059097E-1     1.1785851E+0     1.0535776E-1     3.8792003E-1    -5.0008120E-1
-3.5172414E+0     2.5172414E+0     9.4670916E-1     1.1785820E+0     1.0527537E-1     3.8791795E-1    -5.0011452E-1
-3.5172414E+0     2.5172414E+0     1.1028274E+0     1.1785773E+0     1.0537016E-1     3.8791472E-1    -4.9991596E-1
-3.5172414E+0     2.5172414E+0     1.2589455E+0     1.1785710E+0     1.0531786E-1     3.8791045E-1    -5.0005525E-1
-3.5172414E+0     2.5172414E+0     1.4150637E+0     1.1785632E+0     1.0541324E-1     3.8790523E-1    -4.9993747E-1
-3.5172414E+0     2.5172414E+0     1.5711819E+0     1.1785542E+0     1.0557750E-1     3.8789921E-1    -4.9960888E-1
-3.5172414E+0     2.5172414E+0     1.7273001E+0     1.1785442E+0     1.0540648E-1     3.8789258E-1    -4.9991852E-1
-3.5172414E+0     2.5172414E+0     1.8834183E+0     1.1785335E+0     1.0533342E-1     3.8788547E-1    -5.0001942E-1
-3.5172414E+0     2.5172414E+0     2.0395365E+0     1.1785222E+0     1.0539576E-1     3.8787801E-1    -4.9986357E-1
-3.5172414E+0     2.5172414E+0     2.1956547E+0     1.1785106E+0     1.0536917E-1     3.8787040E-1    -5.0004902E-1
-3.5172414E+0     2.5172414E+0     2.3517729E+0     1.1784991E+0     1.0540423E-1     3.8786281E-1    -4.9999169E-1
-3.5172414E+0     2.5172414E+0     2.5078911E+0     1.1784879E+0     1.0529624E-1     3.8785544E-1    -5.0010270E-1
-3.5172414E+0     2.5172414E+0     2.6640093E+0     1.1784774E+0     1.0590058E-1     3.8784852E-1    -5.0004328E-1
-3.5172414E+0     2.5172414E+0     2.8201275E+0     1.1784676E+0     1.0702710E-1     3.8784212E-1    -5.0008091E-1
-3.5172414E+0     2.5172414E+0     2.9762457E+0     1.1784590E+0     1.0683317E-1     3.8783634E-1    -5.0006452E-1
-3.5172414E+0     2.7586207E+0     1.0000000E-2     1.2116770E+0     1.0230065E-1     4.1016318E-1    -6.0918005E-1
-3.5172414E+0     2.7586207E+0     1.6611819E-1     1.2116813E+0     1.0243325E-1     4.1020850E-1    -5.3072693E-1
-3.5172414E+0     2.7586207E+0     3.2223639E-1     1.2116846E+0     1.1187411E-1     4.1021053E-1    -5.3069105E-1
-3.5172414E+0     2.7586207E+0     4.7835458E-1     1.2116867E+0     1.1153923E-1     4.1021153E-1    -5.3123905E-1
-3.5172414E+0     2.7586207E+0     6.3447277E-1     1.2116876E+0     1.1062353E-1     4.1021218E-1    -5.3085874E-1
-3.5172414E+0     2.7586207E+0     7.9059097E-1     1.2116872E+0     1.1064948E-1     4.1021175E-1    -5.3101784E-1
-3.5172414E+0     2.7586207E+0     9.4670916E-1     1.2116856E+0     1.1073360E-1     4.1021058E-1    -5.3070178E-1
-3.5172414E+0     2.7586207E+0     1.1028274E+0     1.2116829E+0     1.1067575E-1     4.1020859E-1    -5.3061777E-1
-3.5172414E+0     2.7586207E+0     1.2589455E+0     1.2116790E+0     1.1067739E-1     4.1020583E-1    -5.3059079E-1
-3.5172414E+0     2.7586207E+0     1.4150637E+0     1.2116740E+0     1.1061893E-1     4.1020242E-1    -5.3079933E-1
-3.5172414E+0     2.7586207E+0     1.5711819E+0     1.2116682E+0     1.1050627E-1     4.1019842E-1    -5.3102246E-1
-3.5172414E+0     2.7586207E+0     1.7273001E+0     1.2116616E+0     1.1060232E-1     4.1019389E-1    -5.3078721E-1
-3.5172414E+0     2.7586207E+0     1.8834183E+0     1.2116544E+0     1.1065767E-1     4.1018898E-1    -5.3056978E-1
-3.5172414E+0     2.7586207E+0     2.0395365E+0     1.2116468E+0     1.1064358E-1     4.1018382E-1    -5.3058054E-1
-3.5172414E+0     2.7586207E+0     2.1956547E+0     1.2116389E+0     1.1070284E-1     4.1017849E-1    -5.3067156E-1
