 Log10[q2](GeV^2)   Log10[r2](GeV^2)    theta         G3Gluon          G3Ghost           G3Quark          G3Sword
-4.0000000E+0    -2.3103448E+0     1.1574289E+0    -2.1163948E-4     1.9078701E-2     3.5469290E-4     1.9498425E-4
-4.0000000E+0    -2.3103448E+0     1.3227759E+0    -2.0733373E-4     1.9053991E-2     3.4733125E-4     1.9087937E-4
-4.0000000E+0    -2.3103448E+0     1.4881228E+0    -2.0283411E-4     1.9032966E-2     3.3970689E-4     1.8657956E-4
-4.0000000E+0    -2.3103448E+0     1.6534698E+0    -1.9826051E-4     1.9016923E-2     3.3204735E-4     1.8220571E-4
-4.0000000E+0    -2.3103448E+0     1.8188168E+0    -1.9364578E-4     1.9007967E-2     3.2428191E-4     1.7788468E-4
-4.0000000E+0    -2.3103448E+0     1.9841638E+0    -1.8908312E-4     1.9006079E-2     3.1675438E-4     1.7374465E-4
-4.0000000E+0    -2.3103448E+0     2.1495108E+0    -1.8468008E-4     1.9011485E-2     3.0953220E-4     1.6990951E-4
-4.0000000E+0    -2.3103448E+0     2.3148577E+0    -1.8065835E-4     1.9021891E-2     3.0304765E-4     1.6649228E-4
-4.0000000E+0    -2.3103448E+0     2.4802047E+0    -1.7708433E-4     1.9035216E-2     2.9755645E-4     1.6358835E-4
-4.0000000E+0    -2.3103448E+0     2.6455517E+0    -1.7425961E-4     1.9048705E-2     2.9344130E-4     1.6127042E-4
-4.0000000E+0    -2.3103448E+0     2.8108987E+0    -1.7263110E-4     1.9060064E-2     2.9029738E-4     1.5958685E-4
-4.0000000E+0    -2.3103448E+0     2.9762457E+0    -1.7124090E-4     1.9066363E-2     2.8840499E-4     1.5856727E-4
-4.0000000E+0    -2.0689655E+0     1.0000000E-2    -3.8481320E-4     1.9328944E-2     6.4692217E-4     3.5835674E-4
-4.0000000E+0    -2.0689655E+0     1.6534698E-1    -3.8367412E-4     1.9329787E-2     6.4467423E-4     3.5787514E-4
-4.0000000E+0    -2.0689655E+0     3.3069396E-1    -3.8194394E-4     1.9326914E-2     6.4146872E-4     3.5643717E-4
-4.0000000E+0    -2.0689655E+0     4.9604095E-1    -3.7882609E-4     1.9320498E-2     6.3688330E-4     3.5408073E-4
-4.0000000E+0    -2.0689655E+0     6.6138793E-1    -3.7556229E-4     1.9311124E-2     6.3069668E-4     3.5086543E-4
-4.0000000E+0    -2.0689655E+0     8.2673491E-1    -3.7158019E-4     1.9299720E-2     6.2342026E-4     3.4687354E-4
-4.0000000E+0    -2.0689655E+0     9.9208189E-1    -3.6668858E-4     1.9287241E-2     6.1532439E-4     3.4220874E-4
-4.0000000E+0    -2.0689655E+0     1.1574289E+0    -3.6119360E-4     1.9275190E-2     6.0609639E-4     3.3699443E-4
-4.0000000E+0    -2.0689655E+0     1.3227759E+0    -3.5541476E-4     1.9264483E-2     5.9622254E-4     3.3137107E-4
-4.0000000E+0    -2.0689655E+0     1.4881228E+0    -3.4937105E-4     1.9256055E-2     5.8591453E-4     3.2549315E-4
-4.0000000E+0    -2.0689655E+0     1.6534698E+0    -3.4315155E-4     1.9250647E-2     5.7537486E-4     3.1952533E-4
-4.0000000E+0    -2.0689655E+0     1.8188168E+0    -3.3688303E-4     1.9249179E-2     5.6492071E-4     3.1363742E-4
-4.0000000E+0    -2.0689655E+0     1.9841638E+0    -3.3098658E-4     1.9251245E-2     5.5513173E-4     3.0799845E-4
-4.0000000E+0    -2.0689655E+0     2.1495108E+0    -3.2557932E-4     1.9256543E-2     5.4625062E-4     3.0277005E-4
-4.0000000E+0    -2.0689655E+0     2.3148577E+0    -3.2085342E-4     1.9264449E-2     5.3831760E-4     2.9809956E-4
-4.0000000E+0    -2.0689655E+0     2.4802047E+0    -3.1690171E-4     1.9273748E-2     5.3142483E-4     2.9411407E-4
-4.0000000E+0    -2.0689655E+0     2.6455517E+0    -3.1341736E-4     1.9282573E-2     5.2638824E-4     2.9091610E-4
-4.0000000E+0    -2.0689655E+0     2.8108987E+0    -3.1123383E-4     1.9289391E-2     5.2265167E-4     2.8858203E-4
-4.0000000E+0    -2.0689655E+0     2.9762457E+0    -3.1007728E-4     1.9292598E-2     5.2072943E-4     2.8716268E-4
-4.0000000E+0    -1.8275862E+0     1.0000000E-2    -6.5383791E-4     1.9316598E-2     1.0877550E-3     6.2101681E-4
-4.0000000E+0    -1.8275862E+0     1.6534698E-1    -6.5233030E-4     1.9317850E-2     1.0853138E-3     6.2035741E-4
-4.0000000E+0    -1.8275862E+0     3.3069396E-1    -6.4990148E-4     1.9317449E-2     1.0814068E-3     6.1838888E-4
-4.0000000E+0    -1.8275862E+0     4.9604095E-1    -6.4504322E-4     1.9315342E-2     1.0755359E-3     6.1516417E-4
-4.0000000E+0    -1.8275862E+0     6.6138793E-1    -6.4038916E-4     1.9311767E-2     1.0676970E-3     6.1076655E-4
-4.0000000E+0    -1.8275862E+0     8.2673491E-1    -6.3535159E-4     1.9307178E-2     1.0584331E-3     6.0531044E-4
-4.0000000E+0    -1.8275862E+0     9.9208189E-1    -6.2891313E-4     1.9302246E-2     1.0476034E-3     5.9893927E-4
-4.0000000E+0    -1.8275862E+0     1.1574289E+0    -6.2146219E-4     1.9297591E-2     1.0356491E-3     5.9182250E-4
-4.0000000E+0    -1.8275862E+0     1.3227759E+0    -6.1337176E-4     1.9294158E-2     1.0229615E-3     5.8415193E-4
-4.0000000E+0    -1.8275862E+0     1.4881228E+0    -6.0521416E-4     1.9292400E-2     1.0098447E-3     5.7613703E-4
-4.0000000E+0    -1.8275862E+0     1.6534698E+0    -5.9702454E-4     1.9292715E-2     9.9670563E-4     5.6799935E-4
-4.0000000E+0    -1.8275862E+0     1.8188168E+0    -5.8912887E-4     1.9295205E-2     9.8390618E-4     5.5996597E-4
-4.0000000E+0    -1.8275862E+0     1.9841638E+0    -5.8163931E-4     1.9299858E-2     9.7174283E-4     5.5226233E-4
-4.0000000E+0    -1.8275862E+0     2.1495108E+0    -5.7483338E-4     1.9306275E-2     9.6053887E-4     5.4510448E-4
-4.0000000E+0    -1.8275862E+0     2.3148577E+0    -5.6867884E-4     1.9313895E-2     9.5062159E-4     5.3869162E-4
-4.0000000E+0    -1.8275862E+0     2.4802047E+0    -5.6278961E-4     1.9321569E-2     9.4211587E-4     5.3319941E-4
-4.0000000E+0    -1.8275862E+0     2.6455517E+0    -5.5831704E-4     1.9328451E-2     9.3554396E-4     5.2877478E-4
-4.0000000E+0    -1.8275862E+0     2.8108987E+0    -5.5635601E-4     1.9333292E-2     9.3089803E-4     5.2553271E-4
-4.0000000E+0    -1.8275862E+0     2.9762457E+0    -5.5463153E-4     1.9335353E-2     9.2846141E-4     5.2355503E-4
-4.0000000E+0    -1.5862069E+0     1.0000000E-2    -1.1196188E-3     1.9105083E-2     1.8444141E-3     1.0937635E-3
-4.0000000E+0    -1.5862069E+0     1.6534698E-1    -1.1181404E-3     1.9106832E-2     1.8410119E-3     1.0928298E-3
-4.0000000E+0    -1.5862069E+0     3.3069396E-1    -1.1144629E-3     1.9108106E-2     1.8358174E-3     1.0900433E-3
-4.0000000E+0    -1.5862069E+0     4.9604095E-1    -1.1091619E-3     1.9108909E-2     1.8278344E-3     1.0854811E-3
-4.0000000E+0    -1.5862069E+0     6.6138793E-1    -1.1020384E-3     1.9109610E-2     1.8175173E-3     1.0792644E-3
-4.0000000E+0    -1.5862069E+0     8.2673491E-1    -1.0941139E-3     1.9110312E-2     1.8052996E-3     1.0715595E-3
-4.0000000E+0    -1.5862069E+0     9.9208189E-1    -1.0859304E-3     1.9111403E-2     1.7911891E-3     1.0625734E-3
-4.0000000E+0    -1.5862069E+0     1.1574289E+0    -1.0770652E-3     1.9113233E-2     1.7756863E-3     1.0525497E-3
-4.0000000E+0    -1.5862069E+0     1.3227759E+0    -1.0672210E-3     1.9116020E-2     1.7592258E-3     1.0417622E-3
-4.0000000E+0    -1.5862069E+0     1.4881228E+0    -1.0569279E-3     1.9120036E-2     1.7421476E-3     1.0305075E-3
-4.0000000E+0    -1.5862069E+0     1.6534698E+0    -1.0462647E-3     1.9125353E-2     1.7249148E-3     1.0190971E-3
-4.0000000E+0    -1.5862069E+0     1.8188168E+0    -1.0355737E-3     1.9131831E-2     1.7079692E-3     1.0078476E-3
-4.0000000E+0    -1.5862069E+0     1.9841638E+0    -1.0252531E-3     1.9139353E-2     1.6917311E-3     9.9707115E-4
-4.0000000E+0    -1.5862069E+0     2.1495108E+0    -1.0152489E-3     1.9147449E-2     1.6766757E-3     9.8706561E-4
-4.0000000E+0    -1.5862069E+0     2.3148577E+0    -1.0060222E-3     1.9155621E-2     1.6632449E-3     9.7810487E-4
-4.0000000E+0    -1.5862069E+0     2.4802047E+0    -9.9890817E-4     1.9163210E-2     1.6516569E-3     9.7043087E-4
-4.0000000E+0    -1.5862069E+0     2.6455517E+0    -9.9375776E-4     1.9169469E-2     1.6425661E-3     9.6424716E-4
-4.0000000E+0    -1.5862069E+0     2.8108987E+0    -9.9084505E-4     1.9173858E-2     1.6362034E-3     9.5971454E-4
